OBJECTID,PARK_CAT,TMK,PARK_TYPE,PARK_NAME,MAIN_DIST,LINK_ID,NAME,LEGAL_ACRES,DEDICATED,GLOBALID,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,ShapeSTArea,ShapeSTLength
103,1,47014018,Beach ROW,Kaalaea (undeveloped),4,470,Kaalaea (undeveloped),0.44,,{E75F8568-A046-45B2-A34C-EF007F42A452},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,19118.4139862061,829.37480181859
104,1,56006015,District Park,Kahuku District Park,4,336,Kahuku District Park,15.85999966,,{E6EB8004-8733-471B-88D7-AF99B7F64735},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,690998.386169434,4035.31727384164
105,1,59015011,Beach Park,Sunset Beach Support Park,4,383,Sunset Beach Support Park,2.05999994,,{04AA549E-7FC3-49D8-982B-41BA289DCB1C},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,89487.0954589844,1194.73834531411
106,1,59002,Beach ROW,Ke Nui Road A,4,210,Ke Nui Road A,0.12,,{FC214942-3AA0-4E76-96BE-636854BB4FCD},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,5876.76696777344,568.800716710133
107,1,59002,Beach ROW,Ke Nui Road B,4,211,Ke Nui Road B,0.14,,{CFFE51DE-BBE0-45E5-BEEB-8FCEA9A47DD8},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,7168.27682495117,690.864333654015
108,1,59019,Beach ROW,Ke Nui Road C,4,216,Ke Nui Road C,0.11,,{A6E2FB70-1962-4019-B8B7-664DD053CAA5},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,5958.15475463867,531.653603781939
109,1,59019,Beach ROW,Ke Nui Road D,4,217,Ke Nui Road D,0.04,,{9E4B5A22-9AAF-4520-B0DF-6616728971D6},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,2306.09780883789,254.446815469942
110,1,59020,Beach ROW,Ke Nui Road E,4,218,Ke Nui Road E,0.05,,{0CBE8F4D-3E42-4EB9-92E8-35EB1C8698B0},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,2627.96444702148,284.520787577171
111,1,59020022,Beach Park,Ehukai Beach Park,4,17,Ehukai Beach Park,1.21000004,,{0B9D0A10-5ACF-416B-ADDC-41873B2414B4},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,52862.4243469238,942.620562659964
112,1,59020,Beach ROW,Ke Nui Road G,4,220,Ke Nui Road G,0.03,,{B19BBC1B-91A2-4F27-AD9B-435315D9B970},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1596.29641723633,192.515979705347
113,1,59003000,Beach ROW,Ke Waena Road,4,212,Ke Waena Road,0.06,,{BA259AB5-448A-4B38-B268-A8DB79BEB6B2},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,3169.86605834961,326.996720642891
114,1,59003,Beach ROW,Ke Iki Road C,4,215,Ke Iki Road C,0.08,,{14E96DFC-87EF-4BD1-9631-90041EDB339A},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,4548.86315917969,470.503156913935
115,1,66007007,Beach Park,Kaiaka Bay Beach Park,4,375,Kaiaka Bay Beach Park,52.83000183,,{21B2243B-DF4A-428C-AFC5-2357E008A61F},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,2294818.72697449,7668.74426505073
116,1,11059005,Neighborhood Park,Hoa Aloha Neighborhood Park,2,305,Hoa Aloha Neighborhood Park,3.99000001,,{3A92E393-097E-4484-9732-54591D973F9A},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,168428.715919495,1852.49682264502
117,1,11065038,Mini Park,Likini Street Mini Park,2,380,Likini Street Mini Park,1.28999996,,{8785DD62-1E27-4EAC-B315-BE33B3CA026C},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,55824.651260376,2458.20088302315
118,1,92009059,Neighborhood Park,Makakilo Neighborhood Park,3,202,Makakilo Neighborhood Park,4.01000023,,{B2917D0B-B19E-4A66-8FDC-EAAEB08C2082},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,173228.319282532,1832.91129835697
119,1,36021014,Land Slippage Area,Aina Haina Slide Area,1,273,Aina Haina Slide Area,4.55000019,,{DEC239F5-1227-4BFE-B365-9C30239FE202},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,115942.81729126,3170.46890428843
120,1,27016,Mini Park,Kaaha Street Mini Park,1,371,Kaaha Street Mini Park,0.16,,{BD4C5F89-AE08-4B7D-BF9A-F991AD88AFF5},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,7068.7574005127,367.970093168467
121,1,27015018,Mini Park,Date Street Mini Park,1,304,Date Street Mini Park,0.34,,{6EF0BA29-47D4-467E-9337-5144EB4FE19A},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,14300.3338623047,480.065870640173
122,1,38003032,Beach Park,Kuliouou Beach Park,1,69,Kuliouou Beach Park,3.23000002,,{A8BDC675-47EA-4673-995D-01F55223A47F},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,138441.098999023,1702.6632669211
123,1,35065005,Land Slippage Area,Laukahi Slopes,1,234,Laukahi Slopes,3.33999991,,{98235104-913C-4C02-85F6-E3CA81469F59},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,146020.973144531,1525.71696980333
124,1,26016035,UrbanPark,King Kalakaua Park,1,253,King Kalakaua Park,0.56999999,,{958FEBD6-9343-4CA7-AC30-981C86DCA7AE},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,25506.2596969604,726.308347893703
125,1,39007008,Beach Park,Maunalua Bay Beach Park,1,35,Maunalua Bay Beach Park,5.38999987,,{5C03CB29-599C-4585-88C8-A48B94D2A127},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,130347.646453857,3945.68752090853
126,1,32005009,Community Park,Kaimuki Community Park,1,63,Kaimuki Community Park,2.75,,{225B93FD-890C-464A-9DF0-A33144D0A5D7},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,111711.377670288,1358.43511649586
127,1,35017012,Community Park,Wilson Community Park,1,127,Wilson Community Park,4.0999999,,{FCD47391-82C9-4C5F-8A46-6591EC654419},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,178376.011070251,1704.19332099626
128,1,36006045,Neighborhood Park,Nehu Neighborhood Park,1,108,Nehu Neighborhood Park,1.32000005,,{22B06523-1138-4EC2-B1DB-E9DFCB62F679},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,57758.7072219849,1195.61770794709
129,1,35036014,Neighborhood Park,Aina Koa Neighborhood Park,1,116,Aina Koa Neighborhood Park,2.41000009,,{BDEAE3BE-1B7D-48C9-8676-C85B600689DB},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,104666.038024902,1303.02860099456
130,1,26003019,UrbanPark,Don Ho Memorial Park,1,16,Don Ho Memorial Park,0.15000001,,{E77013C9-BF4B-4436-937D-A3F0D39CBD0B},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,6903.66624450684,501.7856328826
131,4,59007026,Beach Park,Kahawai Beach Support Park (undeveloped),4,190,Kahawai Beach Support Park (undeveloped),2.6,,{CA18FFC4-F461-4018-AAD9-1A6BCB59B67A},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,114550.462738037,1344.85021897607
132,1,51003003,Beach Park,Makaua Beach Park,4,109,Makaua Beach Park,0.141,,{C773DA32-5444-4B56-A215-1272742A3925},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,6077.20541381836,488.668989104819
133,1,17003,Mall,Kekaulike Street Mall,2,243,Kekaulike Street Mall,0.263,,{A0059448-BF3D-438F-8E0E-71F594A4EE9F},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,11467.998260498,561.570523943917
134,1,59005070,Neighborhood Park,Sunset Beach Neighborhood Park,4,252,Sunset Beach Neighborhood Park,6,,{DC07B41D-C692-498A-A7F8-AE50D48D8593},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,263632.829101562,2352.70259087644
135,1,45030038,Neighborhood Park,Puohala Neighborhood Park,4,174,Puohala Neighborhood Park,3.93000007,,{7C8AF976-D984-44FB-A7A9-7EC3EBFEF25A},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,171888.257827759,1782.03641448526
136,1,35021001,Neighborhood Park,Waialae Iki Neighborhood Park,1,145,Waialae Iki Neighborhood Park,9.85000038,,{7582A47E-CD34-41EC-A1F2-C8500B2FCEFC},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,428048.31086731,3028.7156411534
137,3,91010021,Neighborhood Park,Iroquois Point NP (future),3,9057,Iroquois Point NP (future),12.05000019,,{CE39FEC6-2566-4F65-A4DA-A9009DCD2639},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,522169.686416626,2833.72820254014
138,1,12001051,Mini Park,Mokauea Street Mini Park,2,254,Mokauea Street Mini Park,0.31999999,,{B669FC00-8C11-457C-BA34-6B16A2AA79FD},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,13916.038734436,504.418183977319
139,1,18020013,Neighborhood Park,Alewa Neighborhood Park,2,26,Alewa Neighborhood Park,2.03999996,,{F75AA8A7-BDB9-457C-A035-C819C0974222},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,86849.7794494629,1174.52380019085
140,1,16005030,Mini Park,Loi Kalo Mini Park,2,161,Loi Kalo Mini Park,2.30999994,,{A46B0FF1-2E6B-4754-BFF5-521A2E310CC4},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,101442.035331726,2107.37241028695
141,1,94103001,Community Park,Crestview Community Park,3,262,Crestview Community Park,8.14000034,,{F439CE54-30F3-4449-92AE-8C47ED1CC19D},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,347275.580444336,2420.76374294192
142,1,43077048,Neighborhood Park,Kalaheo Neighborhood Park,4,102,Kalaheo Neighborhood Park,1.42999995,,{BBC23AA6-64E1-4D9A-AA08-976229306C18},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,62327.8748779297,1203.9323380459
143,1,97068004,Neighborhood Park,Manana Neighborhood Park,3,228,Manana Neighborhood Park,4.01999998,,{274CF3A5-39E3-4298-81F5-B0A7FD79F6A3},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,176333.225509644,2128.09004556031
144,1,45078014,Neighborhood Park,Kapunahala Neighborhood Park,4,171,Kapunahala Neighborhood Park,3.86999989,,{C5E4D713-372B-4187-A826-4BC3C0CFC6AA},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,166963.056671143,1761.84424644604
145,1,98057093,Neighborhood Park,Nahele Neighborhood Park,3,296,Nahele Neighborhood Park,4,,{DD8C14E9-0095-40BF-B703-BE70FC11ACFF},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,171760.418838501,1649.79679733811
146,1,43016004,Beach Park,Kalama Beach Park,4,317,Kalama Beach Park,4.28000021,,{4DCA6AA9-7502-431D-9BAF-915DCB7F6A0B},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,182415.405639648,1904.17044222971
147,1,45065002,Neighborhood Park,Kaluapuhi Neighborhood Park,4,269,Kaluapuhi Neighborhood Park,5.78999996,,{7FCA9135-DE7A-4B23-BB04-4ABFB8208518},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,251113.917160034,2390.46056943909
148,1,97036123,District Park,Pearl City District Park,3,112,Pearl City District Park,9.94999981,,{4BE3162A-8068-449B-98AC-B4D5AB0EEE92},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,431544.482086182,2704.80694344189
149,1,97024040,Neighborhood Park,Manana Kai Neighborhood Park,3,293,Manana Kai Neighborhood Park,4.3499999,,{61E9505A-AB3B-4538-92FD-8F313FCE6E98},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,188736.257492065,1798.57110441874
150,1,98050070,Neighborhood Park,Waiau Neighborhood Park,3,299,Waiau Neighborhood Park,4.57000017,,{83C4F455-9733-4962-AC44-C6451E486A47},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,201836.195098877,1818.11866512086
151,1,37025002,Beach ROW,Kalanianaole Highway,1,223,Kalanianaole Highway,0.09,,{32171FC4-B145-450F-93C1-8A23F6B2BDC7},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,5049.79538726807,620.306409364105
152,1,36011009,Community Park,Aina Haina Community Park,1,97,Aina Haina Community Park,6.19999981,,{ACFDF180-A422-41BE-A37C-9890507071E0},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,272690.748397827,3375.4785704218
153,1,36003001,Beach Park,Kawaikui Beach Park,1,259,Kawaikui Beach Park,4.0999999,,{D1330731-7DBE-4534-814C-28359B764AA9},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,140593.016357422,1629.53941254561
154,1,26004,Beach ROW,Kalia Road,1,79,Kalia Road,0.1,,{B2709E9D-6D24-4F39-B0CB-C92BC7E0ADBA},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,4937.81809616089,919.217555666202
155,1,32036010,Mini Park,Puu O Kaimuki Mini Park,1,236,Puu O Kaimuki Mini Park,2.30999994,,{D95C2820-71E6-4BF4-B62B-9769333FF9E5},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,100894.444992065,1660.44455980844
156,4,61008017,Beach Park,Kawailoa Beach Park (undeveloped),4,377,Kawailoa Beach Park (undeveloped),0.38999999,,{51E67C43-4299-4377-A2F9-C7C1A7B71CC0},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,46643.970489502,944.188597773021
157,1,91016001,Regional Park,Kapolei Regional Park,3,260,Kapolei Regional Park,69.38999939,,{C9A7EBBF-F7A0-4D13-AA53-90AA5D25FB1C},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,3076576.88144684,8343.10684599628
158,1,22034028,UrbanPark,Nuuanu Valley Park,2,6,Nuuanu Valley Park,6.19999981,,{3F4952CC-2F8E-446B-A4AB-FDF94C2AAFC0},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,262153.055610657,2348.57857127535
159,1,18014001,Community Park,Puunui Community Park,2,7,Puunui Community Park,1.62,,{8183466F-5BAE-4AF5-ABFF-B7D733958DC5},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,70680.1801986694,1121.7414197811
160,1,91061035,Community Park,Geiger Community Park,3,387,Geiger Community Park,10,,{5F0A4C03-AB84-4633-B6E9-E55BAF70ADC3},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,429945.401374817,2644.82986663959
161,1,62001002,Beach Park,Haleiwa Beach Park,4,48,Haleiwa Beach Park,15.67000008,,{3D1179DC-7D91-4BF3-BE85-13A11AE083D1},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,627399.248535156,6625.94588166182
162,1,53010030,Beach ROW,Kaluanui Road,4,356,Kaluanui Road,0.05,,{FB548608-2D77-4C1E-A616-04FF781F8DAC},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1971.58702087402,240.267548280188
163,1,45006001,Beach Park,Kaneohe Beach Park,4,87,Kaneohe Beach Park,1.04999995,,{2E086294-AB21-43AF-9ABB-893F12B15D7E},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,38907.8017883301,929.141085227195
164,1,45018002,Neighborhood Park,Kaneohe Civic Center Neigh. Park,4,163,Kaneohe Civic Center Neigh. Park,4.17999983,,{4483D422-A078-4A61-9CA4-EB84F2129E06},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,232796.106079102,2698.27445224312
165,1,67001047,District Park,Waialua District Park,4,135,Waialua District Park,12.81999969,,{85FCA2AA-67A0-4D1E-826E-B8CA091ECF22},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,438667.915145874,2705.12405938605
166,1,67006019,Neighborhood Park,Kamananui Neighborhood Park,4,114,Kamananui Neighborhood Park,0.63999999,,{5A663FDD-DCE9-40F6-8CEC-26EC2C19881E},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,28444.2924804688,976.470647535684
167,1,51012011,Beach Park,Swanzy Beach Park,4,20,Swanzy Beach Park,4.82000017,,{B5D50CA7-7010-4F76-B0E9-F573401FC42E},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,200421.062774658,2188.32653623087
168,1,51002025,Beach Park,Kaaawa Beach Park,4,19,Kaaawa Beach Park,2.02999997,,{F2CF0D1F-3079-4897-931D-19B83DB0C4D7},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,76882.3571014404,3782.06087391502
169,1,51009009,Beach Park,Kalaeoio Beach Park,4,100,Kalaeoio Beach Park,0.81,,{62C90D28-E1A3-4B61-9345-32D126353A4C},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,35391.0495147705,756.096970449125
170,1,71006077,Community Park,Whitmore Community Park,3,298,Whitmore Community Park,0.92000002,,{A0C5F07C-6BEE-4341-B351-6DC19F09BF24},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,40580.6488189697,827.120881116339
171,1,71004023,Neighborhood Park,Whitmore Neighborhood Park,3,162,Whitmore Neighborhood Park,2.28999996,,{C2078810-C7D0-4DB5-B332-7FD8AB71A074},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,100128.455474854,1313.36355249488
172,1,,District Park,Koko Head District Park,1,30,Koko Head District Park,40,,{40D20B25-4C94-4876-9E2A-D449ED9845E3},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,3391171.96735001,8569.43992884855
173,1,43018008,Beach ROW,North Kalaheo Ave at Ainoni Street,4,147,North Kalaheo Ave at Ainoni Street,0.20999999,,{07E7D487-A83A-4027-917E-8831C725FB40},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,7780.17808532715,1199.19447386641
174,1,43017001,Beach ROW,North Kalaheo Ave at Dune Street,4,175,North Kalaheo Ave at Dune Street,0.12,,{ED66BF3B-EFD2-4A0B-9B37-1E5708E27EBC},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,6113.68501281738,1098.98992301287
175,1,42007006,Neighborhood Park,Maunawili Valley Neighborhood Park,4,307,Maunawili Valley Neighborhood Park,8.13000011,,{42253A67-4749-40D3-8366-AEB2CE94F6ED},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,350518.515869141,3003.77110248872
176,1,23019004,Miscellaneous,Makua Alii Senior Citizens Center,2,166,Makua Alii Senior Citizens Center,0.005,,{D5D99C54-D299-4332-98A4-AA55997067A9},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,16415.134223938,871.789591734449
177,1,,Beach ROW,Parish Drive,3,320,Parish Drive,0.005,,{C56467E9-41ED-44CC-A02E-91DD478BE16B},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,601.668823242188,418.385918781795
178,1,45029026,Community Park,Kaneohe Community and Senior Center,4,103,Kaneohe Community and Senior Center,2,,{482D1B9D-801F-4FFD-963E-D16312FAE339},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,84481.1776580811,1764.96272907147
179,1,55001048,Beach Park,Laie Beach Park,4,302,Laie Beach Park,7.30000019,,{5AF88261-C435-49CB-A616-DC3D7BE2B1A2},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,319861.878845215,3544.97861821665
180,1,,Mini Park,Kuhio Mini Park #1,1,462,Kuhio Mini Park #1,0.1,,{D3A9D212-1D33-4A88-9B74-5C25A469DF4F},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,2484.27994155884,247.7875735395
181,1,68012041,Beach ROW,Au Street B,4,159,Au Street B,0.03,,{EEA70E44-64AE-4BC1-810F-700464B14932},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,8659.04049682617,409.718642814692
182,1,,Beach ROW,Ehukai St,4,471,Ehukai St,0.005,,{EC6F7F76-1272-4B67-BF82-AD73967582CE},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1476.71167755127,322.306791017193
183,1,,Beach ROW,Hihimanu St,4,472,Hihimanu St,0.005,,{AE94179D-DA8B-40F8-9E2B-11AAF2CBAD3F},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1469.22869110107,321.436758411373
184,1,,Beach ROW,Hinalea St,4,473,Hinalea St,0.005,,{13E30B47-D0FD-405B-AF89-501392D37069},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1513.56876373291,320.85362519668
185,1,,Beach ROW,Kaula St,4,474,Kaula St,0.005,,{5E50709E-1A6D-4AA2-BC2B-3027C1C63B66},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1440.1021194458,317.796342819429
186,1,,Beach ROW,Hilu St,4,475,Hilu St,0.005,,{8535162D-9E5E-4B3F-91AC-63528E4BBB00},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1312.75205230713,318.737689390058
187,1,,Beach ROW,Manana St,4,476,Manana St,0.005,,{04A7EF3C-DD44-4502-9D2B-13481DED06D4},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1591.87506103516,322.770176849036
188,1,32045002,Community Park,Petrie Community Park,1,73,Petrie Community Park,4.82000017,,{B2B33627-0C02-48CE-BF95-350F4224264B},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,179651.979354858,1797.86122581488
189,1,39022037,Neighborhood Park,Koko Head Neighborhood Park,1,131,Koko Head Neighborhood Park,6.78000021,,{3825ADA8-5454-4462-B938-43D5B9387D52},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,294221.181472778,2119.1430371864
190,1,35011028,Community Park,Kahala Community Park,1,144,Kahala Community Park,8.81000042,,{C0951716-B77A-44BC-87B5-6B3ACC458C83},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,382501.404438019,2586.659319144
191,1,35006032,Beach ROW,Kahala Avenue at Koloa Street C,1,250,Kahala Avenue at Koloa Street C,0.15000001,,{FAD6B2AC-CBD6-45AB-9C5B-0A3380BAB479},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,7375.08734130859,1008.48349020634
192,1,35005076,Beach ROW,Kahala Avenue at Koloa Street A,1,248,Kahala Avenue at Koloa Street A,0.15000001,,{6E6933D8-AB4E-4508-8EBF-F46C3D71629F},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,7047.41069030762,966.330920207683
193,1,35005073,Beach ROW,Kahala Avenue at Koloa Street B,1,249,Kahala Avenue at Koloa Street B,0.14,,{2F0BE310-DED1-4479-BB39-14C66E511D98},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,6309.85412979126,894.864289509034
194,1,35004053,Beach ROW,Kahala Avenue at Hunakai Street,1,246,Kahala Avenue at Hunakai Street,0.08,,{5CD0912D-38EA-4240-A618-0CD38E05AFE8},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,3909.85090637207,786.574860679906
195,1,35003041,Beach ROW,Kahala Avenue at Kala Place,1,247,Kahala Avenue at Kala Place,0.07,,{94113710-228A-4750-ACA5-A893A4BA0D69},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,3312.30339431763,659.125282598617
196,1,35003039,Beach ROW,Kahala Avenue at Elepaio Street,1,245,Kahala Avenue at Elepaio Street,0.07,,{271CB3DD-7FC0-4856-BE43-7AE68A106C88},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,3115.26690292358,642.368513090976
197,1,41014006,Beach Park,Kaupo Beach Park,4,40,Kaupo Beach Park,8.18000031,,{0A8E1A14-9944-404B-984D-6B2003EA345E},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,242465.500282288,5514.23999614508
198,1,28005003,Neighborhood Park,Moiliili Neighborhood Park,1,66,Moiliili Neighborhood Park,3.44000006,,{F6C91CC7-A161-41A8-8802-50F527470BC7},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,149678.20425415,1557.74128131352
199,1,27031008,Community Park,Crane Community Park,1,27,Crane Community Park,4.96000004,,{BEA6D531-464B-4D47-8D43-FCAC4078E4E9},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,216907.156463623,2244.99386146644
200,1,91004124,Neighborhood Park,Puuloa Neighborhood Park,3,134,Puuloa Neighborhood Park,4.34000015,,{686BF9BD-6332-4695-A955-26460ADE0740},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,186897.728553772,1925.75379417059
201,1,22017002,District Park,Booth District Park,2,58,Booth District Park,4.55999994,,{74C2E39D-9990-4D31-B4A3-7677A45CDCD4},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,198214.150253296,1767.05647948843
202,1,17023040,Community Park,Kauluwela Community Park,2,25,Kauluwela Community Park,2.44000006,,{26BBE392-F50E-48BF-B593-705C6F2256B0},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,109595.880142212,2051.99692153203
203,1,22009012,Neighborhood Park,Kawananakoa Neighborhood Park,2,31,Kawananakoa Neighborhood Park,2.38000011,,{BB16BD97-8ADC-4DCE-9CFD-3CB217D50AB0},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,104343.626167297,1377.14304805992
204,1,17023033,Mall,Kauluwela Mall,2,237,Kauluwela Mall,0.40000001,,{E15DE5AA-B3B9-4BD4-A93B-D30CD867C2DF},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,27949.5091552734,2000.99832941166
