OBJECTID,PARK_CAT,TMK,PARK_TYPE,PARK_NAME,MAIN_DIST,LINK_ID,NAME,LEGAL_ACRES,DEDICATED,GLOBALID,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,ShapeSTArea,ShapeSTLength
400,4,,Beach Park,Chuns Reef Beach Support Park (undevel),4,411,Chuns Reef Beach Support Park (undevel),3,,{821EA600-96C1-4A5C-AD3A-637508E649E0},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,84388.842666626,1458.08024635654
401,1,91006,Beach ROW,Ewa Beach Road B,3,341,Ewa Beach Road B,0.03,,{1A9B69B0-D8D8-42FA-83C6-CFE1A451A615},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1495.14887237549,544.890158345421
402,1,94017003,District Park,Waipahu District Park,3,86,Waipahu District Park,13.82999992,,{9BB8F602-4922-4EA8-BD77-82E0AE6980FB},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,599672.476158142,3251.57009365038
403,1,39026002,Beach ROW,Kokee Place,1,281,Kokee Place,0.46000001,,{95D69145-2AF6-442B-9E0C-62353B9DB455},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,35264.6652832031,883.544197152219
404,1,46031021,Neighborhood Park,Heeia Neighborhood Park,4,183,Heeia Neighborhood Park,3.97000003,,{06C2B7CE-833E-4F00-B66E-2243A5CA0558},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,171613.153533936,1632.0839585619
405,1,45023009,District Park,Kaneohe District Park,4,239,Kaneohe District Park,31.37000084,,{A7CB43A4-7E4A-4403-865A-CCCEF85287DD},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1375547.63812256,6780.60202179267
406,1,42016001,Miscellaneous,Kawai Nui Model Airplane Field,4,193,Kawai Nui Model Airplane Field,10.60000038,,{2A5EDF3A-C304-4B24-8CAF-EFF40D54CE44},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,461974.877838135,3033.9157644552
407,4,,Miscellaneous,Kawai Nui Gateway Park (undeveloped),4,410,Kawai Nui Gateway Park (undeveloped),4.23000002,,{4C84CBF6-EFCD-4F9B-8748-F433747F45CA},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,184575.654037476,2340.4117533625
408,1,36004001,Nature Park/Reserve,Aina Haina Nature Preserve,1,9104,Aina Haina Nature Preserve,94.72000122,,{E368D9C4-D3D7-489A-969E-7FC15F3AA7C8},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,4126335.62020111,13735.6492563653
409,1,54002022,Beach Park,Hauula Beach Park,4,54,Hauula Beach Park,9.07999992,,{B6B42474-B3C8-4F89-BE17-8E33C54C9ADE},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,334007.732879639,6071.77020201135
410,1,45041009,Botanical Garden,Hoomaluhia Botanical Garden,4,300,Hoomaluhia Botanical Garden,370.77999878,,{20A66E8C-7EBB-4D44-9EA5-DCD8120EB35B},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,16184765.9706497,26483.1098775349
411,1,11003006,Beach Park,Keehi Lagoon Park,2,115,Keehi Lagoon Park,71.98000336,,{63CE436F-45D1-4905-8321-A59F7EBE2D57},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,3147091.82376099,7810.66365609693
412,1,,UrbanPark,Pawaa Park,2,55,Pawaa Park,1.67999995,,{17ABB8FE-EC68-4851-BC43-9A48C0061BBB},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,73521.4296188354,1086.8781464724
413,1,92019023,Neighborhood Park,Maukalani Neighborhood Park,3,306,Maukalani Neighborhood Park,4.4000001,,{DFC1397C-C3D5-4479-A9F0-A5CEA472F8DD},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,195861.070549011,1905.02848520285
414,1,26008,Beach ROW,Paoa Place,1,138,Paoa Place,0.38,,{8D1C02D8-019D-4D76-94C5-6F194AAE8D08},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,26310.1999282837,1640.78432419787
415,1,23029002,District Park,McCully District Park,1,68,McCully District Park,1.42999995,,{355A8010-D372-40B4-AA77-3E5B8B3417D1},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,61968.3469314575,996.267307260515
416,1,59002072,Beach Park,Pupukea Beach Park,4,110,Pupukea Beach Park,36.56999969,,{67D5B487-5C7C-4414-B69C-AB71B4B6095D},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1759822.10006714,33981.503609911
417,1,59003,Beach ROW,Ke Iki Road B,4,214,Ke Iki Road B,0.16,,{A9A5FA6F-1F00-4AB8-A0EE-2EA1C3239634},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,8231.75927734375,759.801183202468
418,1,35054025,Mini Park,Kamole Mini Park,1,230,Kamole Mini Park,2.1500001,,{2469B80C-BFE5-41B1-A112-29332A57E8AD},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,92959.5771713257,1222.45333212507
419,1,47060029,Community Park,Ahuimanu Community Park,4,198,Ahuimanu Community Park,4,,{EA352AC1-844B-4DDB-BCBC-0DC9ABFAC07F},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,175005.39390564,1707.24875142804
420,4,,Beach Park,Leftovers Beach Access Park (undevel),4,263,Leftovers Beach Access Park (undevel),1.12,,{FD99B88C-596D-4D33-B58C-E8E01355F976},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,48902.7330322266,1274.15051310274
421,1,94005046,Neighborhood Park,Kuahelani Neighborhood Park,3,295,Kuahelani Neighborhood Park,4,,{6BA3E3E0-B4E1-4B36-9B0F-A6ADEDBDF7BD},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,175128.490768433,1682.7170793129
422,1,53002031,Beach Park,Punaluu Beach Park,4,42,Punaluu Beach Park,2.83999991,,{479D7940-F600-47EF-9B86-566B54754483},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,121548.006149292,3275.61872052557
423,1,97047070,UrbanPark,Pacific Palisades Entrance Park,3,204,Pacific Palisades Entrance Park,3.91000009,,{FF1E17A7-9329-467C-9763-4A58C24AF31E},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,171373.332611084,2185.23961503129
424,1,43017025,Beach ROW,North Kalaheo Ave at Pueohala Place,4,177,North Kalaheo Ave at Pueohala Place,0.18000001,,{36B6EA53-EE88-48AA-90E1-FD3D5A2C0BCF},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,6956.1305847168,1053.61421001768
425,1,,Mini Park,Kalo Place Mini Park,1,13,Kalo Place Mini Park,1,,{AAF00C82-CB69-4BA7-8902-634400AF95E6},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,44272.0218429565,912.288145400514
426,1,67014042,Beach ROW,Waialua Beach Road,4,318,Waialua Beach Road,0.08,,{D90B8AFE-A16B-424D-89A6-54E9744D3A86},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,3490.86793518066,603.688995190745
427,1,41015015,Beach Park,Waimanalo Bay Beach Park,4,379,Waimanalo Bay Beach Park,74.76000214,,{C772007E-3D4D-45C5-BE56-D3087CC5808F},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,3513121.00215912,9747.36890022297
428,1,91017075,Golf Course,Ewa Villages Golf Course,3,339,Ewa Villages Golf Course,235,,{547E5030-30F7-4A8F-8BD9-619BAC173628},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,10261272.7634277,38121.7570535426
429,1,,Beach ROW,Paiko Drive,1,357,Paiko Drive,0.005,,{E291C372-D4C4-42BB-AE9E-E27CA0759E5A},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,616.670974731445,210.720764574941
430,1,44021054,Beach ROW,Kaneohe Bay Drive B,4,355,Kaneohe Bay Drive B,0.13,,{47B6C37D-AFD7-40D2-ABE1-B80D1D3258B3},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,4175.29457092285,767.34208197573
431,1,91012025,Beach Park,Oneula Beach Park,3,195,Oneula Beach Park,30,,{92191C13-12E5-4CE6-8B8D-6C85A37060CF},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1232657.5753479,5306.36130814119
432,1,29036003,District Park,Manoa Valley District Park,1,67,Manoa Valley District Park,29.45999908,,{8B1AAAA4-1FD3-492B-8A0D-D86C57AC9ABF},mpc,2013-07-08T12:31:04.000Z,mpc,2013-07-08T12:31:04.000Z,1287312.65218353,5329.058449116
