X,Y,objectid,name,own,tmk,type
-157.816176158002008,21.272369597126517,893,Kapiolani Regional Park,State,31043002,regional/cultural
-157.815883418407509,21.271389630622824,894,Kapiolani Regional Park,State,31043002,regional/cultural
-157.70005416886022,21.270936526434102,895,Koko Head Regional Park,City,39012013,regional/cultural
-157.794985684914224,21.270014868350742,896,Kilauea District Park,City,32059002,district
-157.777682684551223,21.26965302455849,897,Waialae Beach Park,City,35023004,beach
-157.822515378706356,21.269514280680387,898,Kapiolani Regional Park,City,31030004,regional/cultural
-157.822102784910015,21.269662706165541,899,Kapiolani Regional Park,State,31043001,regional/cultural
-157.822060255259743,21.27031509503686,900,Kapiolani Regional Park,State,31043001,regional/cultural
-157.815592100876216,21.2697773212344,901,Kapiolani Regional Park,State,31043001,regional/cultural
-157.79427043799555,21.269377394148805,902,Kilauea District Park,City,32059003,district
-157.804256171718265,21.269929710304989,903,Diamond Head State Monument,State,,monument
-157.819980956724976,21.266748004857224,904,Kapiolani Regional Park,State,31043001,regional/cultural
-157.805211972644855,21.262996386344888,905,Diamond Head State Monument,State,,monument
-157.818541825294915,21.267971003181792,906,Kapiolani Regional Park,State,31043001,mini
-157.816730598875779,21.268868415777117,907,Kapiolani Regional Park,State,31043001,regional/cultural
-157.815605930356526,21.268347835216421,908,Kapiolani Regional Park,State,31043001,regional/cultural
-157.822390184570111,21.268591963951607,909,Kapiolani Regional Park,State,31030003,regional/cultural
-157.820908703513965,21.268929380757037,910,Kapiolani Regional Park,State,31043014,regional/cultural
-157.821706093846672,21.267961585935961,911,Kapiolani Regional Park,State,31043001,regional/cultural
-157.816895236505786,21.267636472528462,912,Kapiolani Regional Park,State,31043013,regional/cultural
-157.819281047910437,21.268635657155478,913,doughnut,doughnut,31043016,null
-157.819179830737312,21.268562676304196,914,doughnut,doughnut,31043018,null
-157.818821014344479,21.268463043653234,915,doughnut,doughnut,31043018,null
-157.819303110212871,21.268437069617796,916,doughnut,doughnut,31043017,null
-157.822028711562922,21.267765103980246,917,Kapiolani Regional Park,City,31030002,regional/cultural
-157.822484957008015,21.267732164531495,918,Kapiolani Regional Park,City,31030001,regional/cultural
-157.819207934047967,21.268059243799854,919,doughnut,doughnut,31043018,null
-157.817826434963308,21.267868863290552,920,doughnut,doughnut,31043015,null
-157.710088151442278,21.266250872850556,921,Kokee Beach Right-Of-Way,City,39026002,road
-157.82218273513007,21.267181248909992,922,Kapiolani Regional Park,State,31031005,regional/cultural
-157.702809609364465,21.265506144598444,923,Koko Head Regional Park,City,39012004,regional/cultural
-157.821381224975312,21.266622317818747,924,Kapiolani Regional Park,State,31043001,regional/cultural
-157.702415829374615,21.266250621585666,925,Hanauma Bay Nature Preserve,Other,39012005,nature pres/marsh
-157.815800613147502,21.267050611206127,926,Kapiolani Regional Park,City,31026016,regional/cultural
-157.816136322206859,21.267025872968787,927,Kapiolani Regional Park,City,31026015,regional/cultural
-157.821984173400267,21.266547497141943,928,Kapiolani Regional Park,State,31031004,regional/cultural
-157.815864354530703,21.266913295315174,929,Kapiolani Regional Park,City,31026026,regional/cultural
-157.815931710671833,21.266776005698325,930,Kapiolani Regional Park,City,31026027,regional/cultural
-157.815978731317244,21.266620505287381,931,Kapiolani Regional Park,City,31026024,regional/cultural
-157.816521253798953,21.266418807289245,932,Kapiolani Regional Park,City,31026022,regional/cultural
-157.816191688350244,21.266353251983531,933,Kapiolani Regional Park,City,31026020,regional/cultural
-157.780690830262017,21.265851353528085,934,Kahala Avenue at Koloa Street C,Other,35006032,road
-157.816594613277431,21.266283817111564,935,doughnut,doughnut,,null
-157.816605998401513,21.266064830468522,936,Kapiolani Regional Park,City,31028029,regional/cultural
-157.81634314342358,21.266169126638694,937,Kapiolani Regional Park,City,31026011,regional/cultural
-157.816786140578699,21.265833479796587,938,Kapiolani Regional Park,City,31028018,regional/cultural
-157.781133795461699,21.265382553268534,939,Kahala Avenue at Koloa Street A,Other,35005076,road
-157.820975018488468,21.264907580259703,940,Kapiolani Regional Park,State,31043001,regional/cultural
-157.816997561114221,21.265381022468624,941,Kapiolani Regional Park,State,31043001,regional/cultural
-157.781717456767666,21.264944128983142,942,Kahala Avenue at Koloa Street B,Other,35005073,road
-157.821466220631152,21.264416425763361,943,Kapiolani Regional Park,State,31031003,regional/cultural
-157.822348867589113,21.264465517635301,944,Kapiolani Regional Park,State,31031003,regional/cultural
-157.817660804843399,21.264089347856121,945,Kapiolani Regional Park,State,31043001,regional/cultural
-157.821182927208127,21.263682707991087,946,Kapiolani Regional Park,City,31031009,regional/cultural
-157.784126191797014,21.263333226027438,947,Kahala Avenue at Hunakai Street,Other,35004053,road
-157.820592760519503,21.263287863106132,948,Kapiolani Regional Park,State,31043001,regional/cultural
-157.817884025805085,21.26344048912037,949,Kapiolani Regional Park,State,31043007,regional/cultural
-157.711228217664484,21.262720769944931,950,Hanapepe Loop,City,39028025,road
-157.817836934419802,21.261942819093079,951,Kapiolani Regional Park,State,31043001,regional/cultural
-157.820247244197645,21.26204781911494,952,Kapiolani Regional Park,State,31043001,regional/cultural
-157.7112452374908,21.261451706042163,953,Koko Kai Beach Right-Of-Way,City,39028019,road
-157.786962346583863,21.261671163625728,954,Kahala Avenue at Kala Place,Other,35003041,road
-157.819917512599034,21.261474123317672,955,Kapiolani Regional Park,State,31043001,regional/cultural
-157.819332139921926,21.260781194036596,956,Kapiolani Regional Park,State,31043001,regional/cultural
-157.707744106174886,21.259713040766282,957,Lumahai Street,City,39013034,road
-157.789977585131197,21.260125518303052,958,Kahala Avenue at Elepaio Street,Other,35003039,road
-157.796810790255677,21.259630195227864,959,Fort Ruger Mini Park,State,31047003,mini
-157.818951247699204,21.259825462886397,960,Kapiolani Regional Park,State,31043001,regional/cultural
-157.816972253915026,21.257679600946979,961,Makalei Beach Park,City,31036007,beach
-157.816757003998532,21.257707446762712,962,Makalei Beach Park,Other,31036014,beach
-157.816881879395424,21.257380852772457,963,Makalei Beach Park,City,31036013,beach
-157.815079522899879,21.256579978259197,964,Leahi Beach Park,City,31036001,beach
-157.806331315742142,21.255411523388741,965,Kuilei Cliffs Beach Park,State,31042002,beach
-157.810994002574546,21.256058823141313,966,Diamond Head Beach Park,State,31042004,beach
-157.803028067505068,21.256033968140361,967,Kuilei Cliffs Beach Park,State,31038029,beach
-157.793387470156006,21.255594764781566,968,Kaikoo Place,City,31041026,road
