X,Y,objectid,feature_id,elev_in_m,elev_in_ft,map_name,feature_name,feature_class,state_alpha,state_numeric,county_name,county_numeric,primary_lat_dms,prim_long_dms,prim_lat_dec,prim_long_dec,source_lat_dms,source_long_dms,source_lat_dec,source_long_dec,date_created,date_edited
-175.82952880828978,27.82830810447043,1,358293,0,0,Unknown,Pearl and Hermes Atoll,Island,HI,15,Honolulu,3,274942N,1754946W,27.8282032,-175.8295288,,,,,2003-09-30T00:00:00.000Z,2012-11-15T00:00:00.000Z
-171.737487792794781,25.770874022954011,2,358294,3,10,Unknown,Laysan Island,Island,HI,15,Honolulu,3,254615N,1714415W,25.7708333,-171.7375,,,,,2003-09-30T00:00:00.000Z,
-159.77617691730336,22.069285950193436,3,358295,8,26,Kekaha,Barking Sands,Beach,HI,15,Kauai,7,220410N,1594635W,22.0693348,-159.7762728,,,,,1981-02-06T00:00:00.000Z,2012-06-26T00:00:00.000Z
-159.711479069897166,22.088084526020424,4,358296,685,2247,Kekaha,Hāʻeleʻele Ridge,Ridge,HI,15,Kauai,7,220517N,1594241W,22.087981,-159.711489,,,,,2003-09-30T00:00:00.000Z,
-159.744987809326574,22.094127270002815,5,358297,45,148,Kekaha,Hāʻeleʻele Valley,Valley,HI,15,Kauai,7,220539N,1594442W,22.0941057,-159.7449788,220518N,1594045W,22.088428,-159.679158,2003-09-30T00:00:00.000Z,2018-11-06T00:00:00.000Z
-159.670706864352752,22.113536231925899,6,358298,1096,3596,Kekaha,Halemanu,Summit,HI,15,Kauai,7,220648N,1594015W,22.1133742,-159.670701,,,,,2003-09-30T00:00:00.000Z,2012-06-11T00:00:00.000Z
-159.664969577351116,22.099497946495127,7,358299,493,1617,Waimea Canyon,Halemanu Stream,Stream,HI,15,Kauai,7,220558N,1593954W,22.0993387,-159.6650362,220720N,1593933W,22.122280,-159.659221,2003-09-30T00:00:00.000Z,2012-08-22T00:00:00.000Z
-159.702995384311862,22.018320552928426,8,358300,415,1362,Kekaha,Hauola Ridge,Ridge,HI,15,Kauai,7,220105N,1594211W,22.0181801,-159.7030592,,,,,2003-09-30T00:00:00.000Z,2012-06-26T00:00:00.000Z
-159.692985114763786,22.098887750447769,9,358301,878,2881,Kekaha,Hikimoe Ridge,Ridge,HI,15,Kauai,7,220556N,1594135W,22.0988815,-159.6929741,,,,,2003-09-30T00:00:00.000Z,2012-08-01T00:00:00.000Z
-159.743400861507268,22.103282615836829,10,358302,12,39,Kekaha,Hikimoe Valley,Valley,HI,15,Kauai,7,220612N,1594436W,22.1032081,-159.7434405,220603N,1594133W,22.100896,-159.692422,2003-09-30T00:00:00.000Z,2016-10-13T00:00:00.000Z
-159.72649414153102,21.991709167282803,11,358303,13,43,Kekaha OE S,Hōʻea Valley,Valley,HI,15,Kauai,7,215930N,1594335W,21.9915583,-159.726524,220131N,1594151W,22.025286,-159.697507,2003-09-30T00:00:00.000Z,2018-12-13T00:00:00.000Z
-159.685722400140634,21.986337605467515,12,358304,250,820,Kekaha OE S,Huluhulunui Ridge,Ridge,HI,15,Kauai,7,215911N,1594109W,21.9863085,-159.6857214,,,,,2003-09-30T00:00:00.000Z,2012-06-26T00:00:00.000Z
-159.530996417967799,22.049508511390524,13,358305,615,2018,Waialeale,Kauaʻi,Island,HI,15,Kauai,7,220258N,1593152W,22.04942,-159.530987,,,,,2003-09-30T00:00:00.000Z,
-159.68376890224755,22.061289616055699,14,358306,756,2480,Kekaha,Kaʻanamahuna Valley,Valley,HI,15,Kauai,7,220341N,1594102W,22.0613271,-159.6837891,220422N,1594013W,22.072844,-159.670382,2003-09-30T00:00:00.000Z,2018-12-13T00:00:00.000Z
-159.752983531540366,22.037303094360873,15,358307,69,226,Kekaha,Kaʻawaloa Valley,Valley,HI,15,Kauai,7,220214N,1594511W,22.0372055,-159.7529705,220244N,1594204W,22.045563,-159.701048,2003-09-30T00:00:00.000Z,2018-12-13T00:00:00.000Z
-159.682669995133324,22.104136773269015,16,358308,990,3248,Kekaha,Kāʻaweiki Ridge,Ridge,HI,15,Kauai,7,220615N,1594058W,22.1041266,-159.682703,,,,,2003-09-30T00:00:00.000Z,2018-12-13T00:00:00.000Z
-159.740104905577539,22.109508239100702,17,358309,21,69,Kekaha,Kāʻaweiki Valley,Valley,HI,15,Kauai,7,220634N,1594425W,22.1093937,-159.7402505,220627N,1594119W,22.107427,-159.688716,2003-09-30T00:00:00.000Z,2018-12-13T00:00:00.000Z
-159.726799202149778,22.047923102235572,18,358310,463,1519,Unknown,Kahelu Ridge,Ridge,HI,15,Kauai,7,220252N,1594337W,22.047817,-159.7268772,,,,,2003-09-30T00:00:00.000Z,2012-06-26T00:00:00.000Z
-159.754997690288093,22.044139104800585,19,358311,67,220,Kekaha,Kahelunui Valley,Valley,HI,15,Kauai,7,220239N,1594518W,22.0441098,-159.7550041,220430N,1594059W,22.074976,-159.682984,2003-09-30T00:00:00.000Z,2016-10-13T00:00:00.000Z
-159.749321372907872,22.083690192772732,20,358312,58,190,Kekaha,Kahoaloha Valley,Valley,HI,15,Kauai,7,220501N,1594458W,22.0836461,-159.7493172,220456N,1594017W,22.082162,-159.671317,2003-09-30T00:00:00.000Z,2016-10-13T00:00:00.000Z
-159.720695769098171,21.995737475865106,21,358313,46,151,Kekaha,Kahoana Valley,Valley,HI,15,Kauai,7,215945N,1594315W,21.9957477,-159.7207909,220115N,1594142W,22.020764,-159.695076,2003-09-30T00:00:00.000Z,2016-10-13T00:00:00.000Z
-157.015514407874207,21.017895538407348,22,358314,0,0,Kaunakakai OE S,Kalohi Channel,Channel,HI,15,Maui,9,210104N,1570056W,21.0178549,-157.0155716,,,,,2003-09-30T00:00:00.000Z,2012-08-16T00:00:00.000Z
-159.689567309663346,22.060740335662654,23,358315,679,2228,Kekaha,Kaluanamāʻulu Valley,Valley,HI,15,Kauai,7,220338N,1594122W,22.0606162,-159.6895605,220441N,1594019W,22.077966,-159.671907,2003-09-30T00:00:00.000Z,2018-12-13T00:00:00.000Z
-159.71611794617445,22.046702303622105,24,358317,539,1768,Unknown,Kamokalā Ridge,Ridge,HI,15,Kauai,7,220248N,1594258W,22.0466635,-159.7161055,,,,,2003-09-30T00:00:00.000Z,2012-06-26T00:00:00.000Z
-159.695487993911343,22.019907416571591,25,358318,361,1184,Kekaha,Kaʻohe Valley,Valley,HI,15,Kauai,7,220111N,1594144W,22.0198549,-159.6955665,220207N,1594010W,22.035394,-159.669568,2003-09-30T00:00:00.000Z,2018-12-13T00:00:00.000Z
-159.696586715606315,21.973703287763879,26,358319,11,36,Kekaha OE S,Kapilimao Valley,Valley,HI,15,Kauai,7,215825N,1594148W,21.9737005,-159.6966083,220021N,1594045W,22.005901,-159.679175,2003-09-30T00:00:00.000Z,2016-10-13T00:00:00.000Z
-159.695487991478728,22.020334667275385,27,358320,359,1178,Kekaha,Kapuʻe Valley,Valley,HI,15,Kauai,7,220113N,1594144W,22.0203313,-159.6954796,220221N,1594016W,22.039297,-159.670982,2003-09-30T00:00:00.000Z,2018-12-13T00:00:00.000Z
-159.709769975528502,22.110118433323937,28,358321,698,2290,Kekaha,Kauhao Ridge,Ridge,HI,15,Kauai,7,220636N,1594235W,22.1099748,-159.709754,,,,,2003-09-30T00:00:00.000Z,2012-06-11T00:00:00.000Z
-159.748405830982591,22.086925078198242,29,358322,45,148,Kekaha,Kaʻulaʻula Valley,Valley,HI,15,Kauai,7,220513N,1594455W,22.0869299,-159.748474,220500N,1594042W,22.083340,-159.678203,2003-09-30T00:00:00.000Z,2018-09-04T00:00:00.000Z
-159.726677204898863,22.019480444969147,30,358323,390,1280,Kekaha,Kaunalewa Ridge,Ridge,HI,15,Kauai,7,220110N,1594336W,22.0194134,-159.7267056,,,,,2003-09-30T00:00:00.000Z,2012-06-26T00:00:00.000Z
-159.741081636273066,22.004526824852643,31,358324,19,62,Kekaha,Kaunalewa Shaft,Well,HI,15,Kauai,7,220016N,1594428W,22.0044444,-159.7411111,,,,,2003-09-30T00:00:00.000Z,
-159.677787772140675,21.973886201207524,32,358325,139,456,Kekaha OE S,Kekaha Ditch,Canal,HI,15,Kauai,7,215826N,1594040W,21.9738889,-159.6777778,,,,,2003-09-30T00:00:00.000Z,2012-08-22T00:00:00.000Z
-159.717277501469084,22.08368998691785,33,358326,550,1804,Kekaha,Kepapa Spring,Spring,HI,15,Kauai,7,220501N,1594302W,22.0836087,-159.717261,,,,,2003-09-30T00:00:00.000Z,2011-04-20T00:00:00.000Z
-159.673880999832249,22.075510901219662,34,358327,947,3107,Kekaha,Kōkeʻe Ditch,Canal,HI,15,Kauai,7,220432N,1594026W,22.0754395,-159.6739626,,,,,1981-02-06T00:00:00.000Z,2012-08-20T00:00:00.000Z
-159.655569771186663,22.13068724317057,35,358328,1115,3658,Haena,Kōkeʻe State Park,Park,HI,15,Kauai,7,220750N,1593920W,22.1305556,-159.6555556,,,,,2003-09-30T00:00:00.000Z,
-159.664969577351116,22.099497946495127,36,358329,497,1631,Waimea Canyon,Kōkeʻe Stream,Stream,HI,15,Kauai,7,220558N,1593954W,22.0994183,-159.6649933,220731N,1593900W,22.125245,-159.650039,2003-09-30T00:00:00.000Z,2012-08-16T00:00:00.000Z
-159.732414434116663,22.075328189452577,37,358330,479,1572,Kekaha,Kolo Ridge,Ridge,HI,15,Kauai,7,220431N,1594357W,22.075271,-159.732401,,,,,2003-09-30T00:00:00.000Z,
-159.735405336805087,22.00031530575902,38,358331,32,105,Kekaha,Kuapaʻa Valley,Valley,HI,15,Kauai,7,220001N,1594407W,22.0002725,-159.735402,220134N,1594255W,22.026243,-159.715155,2003-09-30T00:00:00.000Z,2018-12-13T00:00:00.000Z
-159.697685248662935,22.025522731441217,39,358332,363,1191,Kekaha,Kūkaeʻiole Valley,Valley,HI,15,Kauai,7,220132N,1594152W,22.0254248,-159.6977356,220257N,1594059W,22.049109,-159.683169,2003-09-30T00:00:00.000Z,2018-12-13T00:00:00.000Z
-159.697074894286487,22.025095475271282,40,358333,388,1273,Kekaha,Kukuipuha Valley,Valley,HI,15,Kauai,7,220130N,1594150W,22.0250093,-159.6971271,220336N,1593953W,22.059924,-159.664847,1981-02-06T00:00:00.000Z,2016-10-13T00:00:00.000Z
-159.730095056243727,22.081309675092491,41,358334,490,1608,Kekaha,Lapa Ridge,Ridge,HI,15,Kauai,7,220452N,1594348W,22.081247,-159.730081,,,,,2003-09-30T00:00:00.000Z,
-159.677604102360476,22.08893881609189,42,358335,996,3268,Kekaha,Lua Reservoir,Reservoir,HI,15,Kauai,7,220520N,1594040W,22.0888609,-159.6776533,,,,,2003-09-30T00:00:00.000Z,2012-08-23T00:00:00.000Z
-159.72887447070292,22.02631646692312,43,358336,388,1273,Kekaha,Makahoa Ridge,Ridge,HI,15,Kauai,7,220135N,1594344W,22.0263358,-159.7288942,,,,,2003-09-30T00:00:00.000Z,2012-06-26T00:00:00.000Z
-159.769402017508753,22.035899384772168,44,358337,6,20,Kekaha,Mānā,Populated Place,HI,15,Kauai,7,220209N,1594610W,22.0358296,-159.76941,,,,,2003-09-30T00:00:00.000Z,2012-10-03T00:00:00.000Z
-159.787773634230092,22.028331083081653,45,358338,3,10,Kekaha,Mānā Point,Cape,HI,15,Kauai,7,220142N,1594716W,22.028228,-159.787838,,,,,2003-09-30T00:00:00.000Z,
-159.758293602654419,22.03229820359423,46,358339,13,43,Kekaha,Mānā Reservoir,Reservoir,HI,15,Kauai,7,220156N,1594530W,22.0323032,-159.7583771,,,,,2003-09-30T00:00:00.000Z,2012-08-23T00:00:00.000Z
-159.740715347397867,22.055125424797858,47,358340,404,1325,Unknown,Mānā Ridge,Ridge,HI,15,Kauai,7,220318N,1594427W,22.0550563,-159.740696,,,,,2003-09-30T00:00:00.000Z,2012-06-26T00:00:00.000Z
-159.757194965215774,22.036082409432488,48,358341,23,75,Kekaha,Mānā Shaft,Well,HI,15,Kauai,7,220210N,1594526W,22.0361111,-159.7572222,,,,,2003-09-30T00:00:00.000Z,
-159.665885852456995,21.989511274649562,49,358342,20,66,Hanapepe,Mokihana Stream,Stream,HI,15,Kauai,7,215922N,1593957W,21.9895119,-159.665916,220358N,1593522W,22.066074,-159.589419,2003-09-30T00:00:00.000Z,2012-08-22T00:00:00.000Z
-159.754875621508376,22.041087319583294,50,358343,55,180,Kekaha,Nohomalu Valley,Valley,HI,15,Kauai,7,220228N,1594517W,22.0410294,-159.754855,220339N,1594117W,22.060940,-159.688048,2003-09-30T00:00:00.000Z,2016-11-03T00:00:00.000Z
-159.666495425991286,22.10651708219142,51,358344,677,2221,Waimea Canyon,Nāwaimaka Stream,Stream,HI,15,Kauai,7,220623N,1593959W,22.1063815,-159.6664819,220711N,1593928W,22.119800,-159.657740,2003-09-30T00:00:00.000Z,2012-08-20T00:00:00.000Z
-159.737907737847792,22.033091509673138,52,358345,354,1161,Kekaha,Niu Ridge,Ridge,HI,15,Kauai,7,220159N,1594416W,22.0329795,-159.7379065,,,,,2003-09-30T00:00:00.000Z,2012-08-01T00:00:00.000Z
-159.749870743984587,22.02149483020483,53,358346,54,177,Kekaha,Niu Valley,Valley,HI,15,Kauai,7,220118N,1594500W,22.0215758,-159.7498634,220156N,1594347W,22.032344,-159.729781,2003-09-30T00:00:00.000Z,2016-10-13T00:00:00.000Z
-159.783867365715196,22.063304504475788,54,358347,9,30,Kekaha,Nohili Point,Cape,HI,15,Kauai,7,220348N,1594702W,22.063305,-159.783899,,,,,2003-09-30T00:00:00.000Z,
-159.724784972748267,22.065684489587348,55,358348,551,1808,Kekaha,ʻŌhaiʻula Ridge,Ridge,HI,15,Kauai,7,220356N,1594329W,22.0655962,-159.7247744,,,,,2003-09-30T00:00:00.000Z,2012-06-26T00:00:00.000Z
-159.756096311088243,22.064708138862191,56,358349,33,108,Kekaha,ʻŌhaiʻula Valley,Valley,HI,15,Kauai,7,220353N,1594522W,22.0646402,-159.7561762,220414N,1594226W,22.070688,-159.707144,2003-09-30T00:00:00.000Z,2018-12-13T00:00:00.000Z
-159.691886604671879,22.073130625716143,57,358351,858,2815,Kekaha,Papaʻalai,Summit,HI,15,Kauai,7,220423N,1594131W,22.0730556,-159.6919444,,,,,2003-09-30T00:00:00.000Z,2009-08-19T00:00:00.000Z
-159.700920253893685,21.993906205970152,58,358352,258,846,Kekaha,Paua Ridge,Ridge,HI,15,Kauai,7,215938N,1594203W,21.9938294,-159.7009134,,,,,2003-09-30T00:00:00.000Z,2012-06-26T00:00:00.000Z
-159.713493562893689,21.978891510565507,59,358353,10,33,Kekaha OE S,Paua Valley,Valley,HI,15,Kauai,7,215844N,1594249W,21.9789456,-159.7135105,220017N,1594139W,22.004770,-159.694093,2003-09-30T00:00:00.000Z,2016-10-13T00:00:00.000Z
-159.679984740245658,22.05189006682626,60,358354,794,2605,Kekaha,Pōhakumanō,Summit,HI,15,Kauai,7,220307N,1594048W,22.0519444,-159.68,,,,,2003-09-30T00:00:00.000Z,2009-08-19T00:00:00.000Z
-159.704887565363464,21.995920428195692,61,358355,271,889,Kekaha,Pōkiʻi Ridge,Ridge,HI,15,Kauai,7,215945N,1594218W,21.9958588,-159.7049046,,,,,2003-09-30T00:00:00.000Z,2012-06-26T00:00:00.000Z
-159.675406761309205,22.095896890563324,62,358356,1078,3537,Kekaha,Polihale Ridge,Ridge,HI,15,Kauai,7,220545N,1594032W,22.0958561,-159.6754288,,,,,2003-09-30T00:00:00.000Z,2016-12-02T00:00:00.000Z
-159.74437744257213,22.099498407998819,63,358357,7,23,Kekaha,Polihale Spring,Spring,HI,15,Kauai,7,220558N,1594440W,22.0993415,-159.7443966,,,,,2003-09-30T00:00:00.000Z,2011-04-20T00:00:00.000Z
-159.697502194947248,22.014719390750855,64,358358,453,1486,Kekaha,Puehu Ridge,Ridge,HI,15,Kauai,7,220053N,1594152W,22.0145994,-159.6976519,,,,,2003-09-30T00:00:00.000Z,2012-06-26T00:00:00.000Z
-159.718376369835624,22.015940295921016,65,358359,404,1325,Kekaha,Pūlehu Ridge,Ridge,HI,15,Kauai,7,220057N,1594306W,22.0158327,-159.71838,,,,,2003-09-30T00:00:00.000Z,2018-09-02T00:00:00.000Z
-159.666373545421038,22.080698901485992,66,358360,1118,3668,Kekaha,Puʻukapele,Summit,HI,15,Kauai,7,220450N,1593959W,22.0805556,-159.6663889,,,,,2003-09-30T00:00:00.000Z,2011-01-28T00:00:00.000Z
-159.690787889706286,22.085703999121641,67,358361,866,2841,Kekaha,Puʻukapele Forest Reserve,Forest,HI,15,Kauai,7,220508N,1594127W,22.0855556,-159.6908333,,,,,2003-09-30T00:00:00.000Z,2012-08-29T00:00:00.000Z
-159.679068958477131,22.090098506503587,68,358362,1046,3432,Kekaha,Puʻulua,Summit,HI,15,Kauai,7,220524N,1594045W,22.09,-159.6791667,,,,,2003-09-30T00:00:00.000Z,2011-01-12T00:00:00.000Z
-159.702995150294072,22.070323054862797,69,358363,784,2572,Kekaha,Puʻuohanalei,Summit,HI,15,Kauai,7,220413N,1594211W,22.0702778,-159.7030556,,,,,2003-09-30T00:00:00.000Z,2009-08-19T00:00:00.000Z
-159.706596409916841,22.036509251570152,70,358364,650,2133,Kekaha,Puʻuʻōpae,Summit,HI,15,Kauai,7,220211N,1594224W,22.0363889,-159.7066667,,,,,2003-09-30T00:00:00.000Z,2011-01-12T00:00:00.000Z
-159.723381221477666,22.040110499807088,71,358365,462,1516,Kekaha,Puʻuʻōpae Reservoir,Reservoir,HI,15,Kauai,7,220224N,1594324W,22.0400205,-159.7234654,,,,,2003-09-30T00:00:00.000Z,2012-08-23T00:00:00.000Z
-159.671683490688878,22.106517111093211,72,358366,1103,3619,Kekaha,Puʻuhinahina,Summit,HI,15,Kauai,7,220623N,1594018W,22.1063889,-159.6716667,,,,,2003-09-30T00:00:00.000Z,2009-08-19T00:00:00.000Z
-159.760796030153926,22.061534315105508,73,358367,6,20,Kekaha,Saki Mana Shaft,Well,HI,15,Kauai,7,220341N,1594539W,22.0613889,-159.7608333,,,,,2003-09-30T00:00:00.000Z,
-159.652274189994301,22.087107580598776,74,358368,295,968,Waimea Canyon,Waiahulu Stream,Stream,HI,15,Kauai,7,220514N,1593908W,22.0870914,-159.6523547,220558N,1593954W,22.099319,-159.665058,2003-09-30T00:00:00.000Z,2012-08-22T00:00:00.000Z
-159.69170388838171,21.994882689315315,75,358369,320,1050,Kekaha,Waiʻaka Ridge,Ridge,HI,15,Kauai,7,215942N,1594130W,21.9949038,-159.6917295,,,,,2003-09-30T00:00:00.000Z,2012-06-26T00:00:00.000Z
-159.709892464606583,21.977121433194142,76,358370,9,30,Kekaha OE S,Waiʻaka Valley,Valley,HI,15,Kauai,7,215837N,1594236W,21.9769669,-159.7099403,220105N,1594039W,22.018114,-159.677394,2003-09-30T00:00:00.000Z,2018-12-13T00:00:00.000Z
-159.75627941909687,22.062083605615811,77,358371,50,164,Kekaha,Waiakamoʻo Valley,Valley,HI,15,Kauai,7,220344N,1594523W,22.0620934,-159.7563244,220352N,1594410W,22.064352,-159.736073,2003-09-30T00:00:00.000Z,2018-12-13T00:00:00.000Z
-159.726372068901924,21.989328768915421,78,358372,10,33,Kekaha OE S,Waiawa Reservoir,Reservoir,HI,15,Kauai,7,215921N,1594335W,21.9892134,-159.7263622,,,,,2003-09-30T00:00:00.000Z,2012-08-23T00:00:00.000Z
-159.728569351364143,21.993723370179488,79,358373,57,187,Kekaha,Waiawa Shaft,Well,HI,15,Kauai,7,215937N,1594343W,21.9936111,-159.7286111,,,,,2003-09-30T00:00:00.000Z,
-159.783684277487225,22.013682491625332,80,358374,0,0,Kekaha,Waieli Drain,Stream,HI,15,Kauai,7,220049N,1594702W,22.0136196,-159.7837776,220056N,1594655W,22.015465,-159.781857,2003-09-30T00:00:00.000Z,2012-08-22T00:00:00.000Z
-159.743400978133423,22.011484917238281,81,358375,53,174,Kekaha,Wailau Valley,Valley,HI,15,Kauai,7,220041N,1594437W,22.0114113,-159.743486,220155N,1594310W,22.031898,-159.719407,2003-09-30T00:00:00.000Z,2016-10-13T00:00:00.000Z
-159.634390806220438,22.071726404794479,82,358376,568,1863,Waimea Canyon,Waimea District,Civil,HI,15,Kauai,7,220418N,1593804W,22.0716667,-159.6344444,,,,,2003-09-30T00:00:00.000Z,2011-01-28T00:00:00.000Z
-159.65550980024895,21.968881023726208,83,358377,6,20,Hanapepe,Waimea Canyon,Valley,HI,15,Kauai,7,215808N,1593920W,21.9687929,-159.6554971,220727N,1593749W,22.124136,-159.630147,2003-09-30T00:00:00.000Z,2016-11-02T00:00:00.000Z
-159.665275082535032,22.056101429904697,84,358378,874,2867,Waimea Canyon,Waimea Canyon State Park,Park,HI,15,Kauai,7,220322N,1593955W,22.0561111,-159.6652778,,,,,2003-09-30T00:00:00.000Z,
-159.670097310966895,21.999093954916951,85,358379,41,135,Kekaha,Waimea Ditch,Canal,HI,15,Kauai,7,215957N,1594012W,21.99912,-159.6701,,,,,2003-09-30T00:00:00.000Z,2012-08-22T00:00:00.000Z
-159.665702722787728,21.95148589286967,86,358380,0,0,Hanapepe,Waimea River,Stream,HI,15,Kauai,7,215705N,1593957W,21.95144,-159.665776,220513N,1593909W,22.087030,-159.652380,2003-09-30T00:00:00.000Z,2012-08-12T00:00:00.000Z
-159.718803656943066,21.982919930188608,87,358381,10,33,Kekaha OE S,Waipao Valley,Valley,HI,15,Kauai,7,215858N,1594308W,21.9828758,-159.7189487,220128N,1594038W,22.024491,-159.677343,2003-09-30T00:00:00.000Z,2016-11-01T00:00:00.000Z
-156.159177359028206,20.7069192070269,88,358382,1898,6227,Kaupo,Haleakalā National Park,Park,HI,15,Maui,9,204225N,1560933W,20.7069229,-156.1591732,,,,,2003-09-30T00:00:00.000Z,2017-05-23T00:00:00.000Z
-155.775511172398353,20.242135131437344,89,358384,6,20,Hawi,Wainaia Gulch,Valley,HI,15,Hawaii,1,201431N,1554632W,20.2420554,-155.7755507,201105N,1554810W,20.184859,-155.802849,1981-02-06T00:00:00.000Z,2016-11-02T00:00:00.000Z
-159.414109439700468,22.196483327969677,90,358385,97,318,Anahola,Kahiliholo Stream,Stream,HI,15,Kauai,7,221147N,1592451W,22.1964649,-159.4141316,221059N,1592511W,22.183113,-159.419646,1981-02-06T00:00:00.000Z,2012-08-16T00:00:00.000Z
-156.295287749780613,20.756114440750117,91,358386,1288,4226,Kilohana,Kamehame Iki,Civil,HI,15,Maui,9,204522N,1561743W,20.7561111,-156.2952778,,,,,2003-09-30T00:00:00.000Z,
-155.876891243006895,20.166083417173425,92,358387,196,643,Mahukona,Kiʻiokalani,Civil,HI,15,Hawaii,1,200958N,1555237W,20.1661111,-155.8769444,,,,,2003-09-30T00:00:00.000Z,
-159.3856052506531,22.219738077204365,93,358388,0,0,Anahola,Kīlauea Stream,Stream,HI,15,Kauai,7,221311N,1592308W,22.2196881,-159.3855929,221147N,1592451W,22.196510,-159.414132,1981-02-06T00:00:00.000Z,2012-08-20T00:00:00.000Z
-155.107108516116682,19.380137650973378,94,358389,715,2346,Kalalua,Lava Flow of 1965,Lava,HI,15,Hawaii,1,192248N,1550626W,19.3800207,-155.1071262,,,,,1981-02-06T00:00:00.000Z,2013-02-14T00:00:00.000Z
-155.840025374680891,20.148322018151312,95,358390,490,1608,Hawi,Kawaihae-Puu Hue Trail,Trail,HI,15,Hawaii,1,200854N,1555024W,20.1483333,-155.84,,,,,1981-02-06T00:00:00.000Z,
-155.118893502733357,19.863716325353927,96,358391,158,518,Papaikou,Mālamalamaiki 2,Civil,HI,15,Hawaii,1,195149N,1550708W,19.8636111,-155.1188889,,,,,2003-09-30T00:00:00.000Z,
-155.746518771140018,20.193916508166517,97,358392,278,912,Honokane,ʻĀwini Puali Gulch,Valley,HI,15,Hawaii,1,201138N,1554447W,20.193856,-155.7465235,200854N,1554528W,20.148443,-155.757721,2003-09-30T00:00:00.000Z,2018-12-13T00:00:00.000Z
-157.080517820743097,21.112316219504965,98,358393,8,26,Molokai Airport,Manawainui Gulch,Valley,HI,15,Maui,9,210644N,1570450W,21.1122252,-157.080478,210823N,1570113W,21.139743,-157.020161,2003-09-30T00:00:00.000Z,2016-10-20T00:00:00.000Z
-157.058911823840617,21.146495633207874,99,358394,198,650,Kaunakakai,Nāʻiwa,Civil,HI,15,Maui,9,210847N,1570332W,21.1463889,-157.0588889,,,,,2003-09-30T00:00:00.000Z,2011-01-18T00:00:00.000Z
-155.091667595635272,19.580697584752038,100,358395,354,1161,Mountain View,ʻŌlaʻa Reservation Homesteads,Civil,HI,15,Hawaii,1,193450N,1550530W,19.5805556,-155.0916667,,,,,2003-09-30T00:00:00.000Z,
-155.796690713663082,20.248299700292002,101,358396,0,0,Hawi,Hanaula Gulch,Valley,HI,15,Hawaii,1,201454N,1554748W,20.2482682,-155.7967697,201254N,1554910W,20.214984,-155.819340,1981-02-06T00:00:00.000Z,2016-10-20T00:00:00.000Z
-156.009090146166159,20.6859221275122,102,358397,11,36,Kipahulu,Papahawahawa Gulch,Valley,HI,15,Maui,9,204109N,1560033W,20.6858364,-156.0091517,204219N,1560202W,20.705301,-156.034015,2003-09-30T00:00:00.000Z,2016-10-21T00:00:00.000Z
-155.848327155346453,20.254097828110179,103,358399,98,322,Hawi OE N,Hualua 2,Civil,HI,15,Hawaii,1,201515N,1555054W,20.2541667,-155.8483333,,,,,1981-02-06T00:00:00.000Z,
-156.323913936179821,20.773326258301886,104,358400,795,2608,Kilohana,Pūlehu Iki-Kamekame Iki Homesteads,Civil,HI,15,Maui,9,204624N,1561926W,20.7733333,-156.3238889,,,,,2003-09-30T00:00:00.000Z,
-156.13049089265229,20.835093836274531,105,358401,185,607,Keanae,Wailua Iki,Civil,HI,15,Maui,9,205006N,1560750W,20.835,-156.1305556,,,,,2003-09-30T00:00:00.000Z,
-156.145200589784679,20.837535371569796,106,358402,157,515,Keanae,Wailua Nui,Civil,HI,15,Maui,9,205015N,1560843W,20.8375,-156.1452778,,,,,2003-09-30T00:00:00.000Z,
-157.933407998041133,21.382338049728169,107,358403,29,95,Waipahu,Alvah Scott Elementary School,School,HI,15,Honolulu,3,212256N,1575600W,21.3822769,-157.9334573,,,,,2003-09-30T00:00:00.000Z,2018-03-18T00:00:00.000Z
-155.621579881947611,20.091131188882791,108,358404,667,2188,Kukuihaele,Aa Falls,Falls,HI,15,Hawaii,1,200528N,1553718W,20.0911397,-155.6215975,,,,,1981-02-06T00:00:00.000Z,2011-04-18T00:00:00.000Z
-159.375170607077592,22.041328727961499,109,358405,240,787,Kapaa,ʻAʻahoaka,Summit,HI,15,Kauai,7,220229N,1592231W,22.041254,-159.37525,,,,,1981-02-06T00:00:00.000Z,2018-09-02T00:00:00.000Z
-155.365106519945101,19.783514956400222,110,358406,2357,7733,Puaakala,ʻAʻahuwela,Summit,HI,15,Hawaii,1,194701N,1552154W,19.7835035,-155.3651333,,,,,2003-09-30T00:00:00.000Z,2013-02-14T00:00:00.000Z
-159.612906997785728,21.96570670620601,111,358407,234,768,Hanapepe,ʻAʻaka Reservoir,Reservoir,HI,15,Kauai,7,215757N,1593647W,21.9657135,-159.6129209,,,,,1981-02-06T00:00:00.000Z,2012-08-01T00:00:00.000Z
-159.61809501409715,21.957283794542942,112,358408,187,614,Hanapepe,ʻAʻaka Ridge,Ridge,HI,15,Kauai,7,215726N,1593705W,21.9572557,-159.6180868,,,,,1981-02-06T00:00:00.000Z,2012-08-01T00:00:00.000Z
-157.924008742508335,21.62812635688044,113,358409,7,23,Kahuku,ʻAʻakakiʻi Gulch,Valley,HI,15,Honolulu,3,213741N,1575526W,21.6280751,-157.9239892,213653N,1575600W,21.614833,-157.933417,2003-09-30T00:00:00.000Z,2018-12-13T00:00:00.000Z
