X,Y,objectid,feature_id,elev_in_m,elev_in_ft,map_name,feature_name,feature_class,state_alpha,state_numeric,county_name,county_numeric,primary_lat_dms,prim_long_dms,prim_lat_dec,prim_long_dec,source_lat_dms,source_long_dms,source_lat_dec,source_long_dec,date_created,date_edited
-157.845883944337061,21.32533130397335,241,358537,47,154,Honolulu,Alapena Pool,Lake,HI,15,Honolulu,3,211931N,1575045W,21.3252381,-157.8458977,,,,,1981-02-06T00:00:00.000Z,2012-11-27T00:00:00.000Z
-159.696097632612862,22.162120875205392,242,358538,77,253,Makaha Point,Alapiʻi Point,Cape,HI,15,Kauai,7,220943N,1594146W,22.162054,-159.696156,,,,,2003-09-30T00:00:00.000Z,
-158.260493647406207,21.576490780748784,243,358539,11,36,Kaena,Alau Gulch,Valley,HI,15,Honolulu,3,213435N,1581538W,21.5764958,-158.260482,213353N,1581504W,21.564852,-158.250989,1981-02-06T00:00:00.000Z,2016-10-15T00:00:00.000Z
-155.977290311361742,20.72828053986008,244,358540,19,62,Hana,ʻĀlau Island,Island,HI,15,Maui,9,204342N,1555838W,20.7283,-155.97736,,,,,2003-09-30T00:00:00.000Z,2012-08-28T00:00:00.000Z
-159.626088833264959,22.174510944383716,245,358541,1176,3858,Haena,ʻAlēalau,Summit,HI,15,Kauai,7,221028N,1593734W,22.1744102,-159.6261764,,,,,2003-09-30T00:00:00.000Z,2012-06-11T00:00:00.000Z
-156.604498409051843,20.513920261120266,246,358542,55,180,Kahoolawe,ʻAleʻale,Cape,HI,15,Maui,9,203050N,1563616W,20.513877,-156.60452,,,,,2003-09-30T00:00:00.000Z,
-155.089472241203822,19.738107041114876,247,358543,0,0,Hilo,ʻĀleʻaleʻa Point,Cape,HI,15,Hawaii,1,194417N,1550522W,19.737956,-155.0895254,,,,,2003-09-30T00:00:00.000Z,2018-12-13T00:00:00.000Z
-155.995783735238547,20.738900727474487,248,358544,123,404,Hana,ʻAleamai,Civil,HI,15,Maui,9,204420N,1555945W,20.7388889,-155.9958333,,,,,2003-09-30T00:00:00.000Z,
-155.114375664365127,19.800118139881324,249,358545,204,669,Papaikou,Aleamai,Civil,HI,15,Hawaii,1,194800N,1550652W,19.8,-155.1144444,,,,,1981-02-06T00:00:00.000Z,
-158.23797185114671,21.575697410493476,250,358546,174,571,Kaena,Alei Pali,Cliff,HI,15,Honolulu,3,213432N,1581417W,21.5755593,-158.2379723,,,,,1981-02-06T00:00:00.000Z,2012-10-12T00:00:00.000Z
-156.084408860755985,20.647897334940957,251,358547,3,10,Kaupo,Alelele Stream,Stream,HI,15,Maui,9,203852N,1560504W,20.6478445,-156.0843945,204119N,1560619W,20.688721,-156.105251,1981-02-06T00:00:00.000Z,2012-11-13T00:00:00.000Z
-156.283996588820258,20.590523534844451,252,358548,1,3,Lualailua Hills,Alena,Cape,HI,15,Maui,9,203526N,1561703W,20.5905423,-156.2840742,,,,,2003-09-30T00:00:00.000Z,2012-09-25T00:00:00.000Z
-156.294677803988691,20.62391019801213,253,358549,641,2103,Lualailua Hills,Alena,Civil,HI,15,Maui,9,203726N,1561741W,20.6238889,-156.2947222,,,,,2003-09-30T00:00:00.000Z,
-155.269897099951208,19.992498847657028,254,358550,266,873,Keanakolu,ʻAlenaio Gulch,Valley,HI,15,Hawaii,1,195933N,1551612W,19.9924228,-155.2699586,195745N,1551737W,19.962595,-155.293473,2003-09-30T00:00:00.000Z,2018-12-13T00:00:00.000Z
-155.083490614440791,19.7219328180209,255,358551,3,10,Hilo,ʻAlenaio Stream,Stream,HI,15,Hawaii,1,194319N,1550501W,19.7218681,-155.0834799,194229N,1550608W,19.708071,-155.102277,2003-09-30T00:00:00.000Z,2013-04-02T00:00:00.000Z
-156.041683915414211,20.633492837926646,256,358552,0,0,Kipahulu,ʻAlenuihāhā Channel,Channel,HI,15,Maui,9,203800N,1560230W,20.6333333,-156.0416667,,,,,2003-09-30T00:00:00.000Z,
-157.848081214823338,21.340529029934103,257,358553,257,843,Honolulu,ʻĀlewa Heights,Populated Place,HI,15,Honolulu,3,212026N,1575053W,21.3405085,-157.8481722,,,,,2003-09-30T00:00:00.000Z,2012-10-06T00:00:00.000Z
-157.820981732041986,21.35029463379184,258,358554,233,764,Honolulu,ʻĀlewa Heights Spring,Spring,HI,15,Honolulu,3,212101N,1574916W,21.3502882,-157.8209927,,,,,2003-09-30T00:00:00.000Z,2011-04-20T00:00:00.000Z
-157.860288188098167,21.333693106199611,259,358555,77,253,Honolulu,ʻĀlewa Playground,Park,HI,15,Honolulu,3,212001N,1575137W,21.3336111,-157.8602778,,,,,2003-09-30T00:00:00.000Z,
-159.523795121289936,21.957526925660531,260,358556,487,1598,Koloa,Alexander Reservoir,Reservoir,HI,15,Kauai,7,215727N,1593126W,21.9574348,-159.5238018,,,,,1981-02-06T00:00:00.000Z,2012-08-23T00:00:00.000Z
-159.382190129574695,22.019477747150351,261,358557,107,351,Kapaa,Aii Reservoir,Reservoir,HI,15,Kauai,7,220110N,1592256W,22.019493,-159.3822885,,,,,1981-02-06T00:00:00.000Z,2012-08-23T00:00:00.000Z
-155.083675989782705,19.852303152685245,262,358558,9,30,Papaikou,Alia Point,Cape,HI,15,Hawaii,1,195108N,1550502W,19.8521993,-155.0837588,,,,,1981-02-06T00:00:00.000Z,2013-01-14T00:00:00.000Z
-155.083981154345167,19.851692802711973,263,358559,7,23,Papaikou,Ālia Stream,Stream,HI,15,Hawaii,1,195106N,1550502W,19.8515535,-155.0839734,194955N,1550855W,19.832076,-155.148733,2003-09-30T00:00:00.000Z,2013-04-02T00:00:00.000Z
-157.92168929909127,21.35249190825715,264,358560,69,226,Pearl Harbor,Āliamanu,Populated Place,HI,15,Honolulu,3,212109N,1575518W,21.3524999,-157.9216862,,,,,2003-09-30T00:00:00.000Z,2012-10-06T00:00:00.000Z
-157.911984752979691,21.3596940431934,265,358561,14,46,Pearl Harbor,Āliamanu Crater,Crater,HI,15,Honolulu,3,212135N,1575443W,21.3596942,-157.9120302,,,,,2003-09-30T00:00:00.000Z,2012-10-12T00:00:00.000Z
-157.91607408836694,21.346144262257127,266,358562,32,105,Pearl Harbor,Āliamanu School,School,HI,15,Honolulu,3,212046N,1575458W,21.3461111,-157.9161111,,,,,2003-09-30T00:00:00.000Z,2012-12-31T00:00:00.000Z
-156.979992701641322,21.071300865563572,267,358563,0,0,Kaunakakai OE S,Aliʻi Fishpond,Reservoir,HI,15,Maui,9,210417N,1565848W,21.0712856,-156.9799948,,,,,2003-09-30T00:00:00.000Z,2012-08-17T00:00:00.000Z
-157.80749294472605,21.290297187592589,268,358564,47,154,Honolulu,Aliiolani Elementary School,School,HI,15,Honolulu,3,211725N,1574827W,21.2902778,-157.8075,,,,,2003-09-30T00:00:00.000Z,
-155.883290465316094,19.226928852436739,269,358565,354,1161,Milolii,ʻĀlika,Civil,HI,15,Hawaii,1,191337N,1555300W,19.2269444,-155.8833333,,,,,2003-09-30T00:00:00.000Z,
-155.900990279730195,19.218078823806035,270,358566,0,0,Milolii,ʻĀlika Bay,Bay,HI,15,Hawaii,1,191305N,1555404W,19.218117,-155.9010601,,,,,1981-02-06T00:00:00.000Z,2018-09-04T00:00:00.000Z
-155.731986282988913,19.27288837288031,271,358567,2388,7835,Alika Cone,ʻĀlika Cone,Summit,HI,15,Hawaii,1,191622N,1554355W,19.2729071,-155.731975,,,,,2003-09-30T00:00:00.000Z,2018-12-13T00:00:00.000Z
-155.827688310189757,19.234497092904839,272,358568,1187,3894,Papa,ʻĀlika Homesteads,Civil,HI,15,Hawaii,1,191404N,1554940W,19.2344444,-155.8277778,,,,,2003-09-30T00:00:00.000Z,
-155.831167328986965,19.237487792731869,273,358569,1147,3763,Papa,ʻĀlika Lava Flow of 1919,Lava,HI,15,Hawaii,1,191415N,1554952W,19.2374153,-155.8312368,,,,,2003-09-30T00:00:00.000Z,2013-02-07T00:00:00.000Z
-155.519092486885029,19.229129956020074,274,358570,904,2966,Punaluu,ʻAlili Spring,Spring,HI,15,Hawaii,1,191345N,1553109W,19.2290861,-155.5191008,,,,,2003-09-30T00:00:00.000Z,2012-01-04T00:00:00.000Z
-155.396483711195401,20.068914388502538,275,358571,2,7,Honokaa,Alilipali Gulch,Valley,HI,15,Hawaii,1,200408N,1552347W,20.0688784,-155.3964659,200152N,1552446W,20.031022,-155.412658,1981-02-06T00:00:00.000Z,2017-01-28T00:00:00.000Z
-159.329696926375448,22.163706467867819,276,358572,124,407,Anahola,Aliomanu,Civil,HI,15,Kauai,7,220949N,1591947W,22.1636111,-159.3297222,,,,,1981-02-06T00:00:00.000Z,2011-01-18T00:00:00.000Z
-156.194090612667537,20.860118892682781,277,358573,371,1217,Keanae,Alo Stream,Stream,HI,15,Maui,9,205136N,1561139W,20.8601352,-156.1940861,205024N,1561238W,20.840043,-156.210480,2003-09-30T00:00:00.000Z,2012-11-05T00:00:00.000Z
-157.865903380747994,21.307142862489322,278,358574,1,3,Honolulu,Aloha Tower,Locale,HI,15,Honolulu,3,211825N,1575158W,21.3070568,-157.8659829,,,,,1981-02-06T00:00:00.000Z,2014-12-24T00:00:00.000Z
-155.208304130812508,19.36493844239055,279,358575,993,3258,Makaopuhi Crater,ʻĀloʻi Crater,Crater,HI,15,Hawaii,1,192154N,1551230W,19.3648791,-155.2083206,,,,,1981-02-06T00:00:00.000Z,2018-08-30T00:00:00.000Z
-156.122800471512107,20.847117784088891,280,358576,0,0,Keanae,Aluea Rocks,Island,HI,15,Maui,9,205050N,1560722W,20.8471013,-156.1228681,,,,,2003-09-30T00:00:00.000Z,2012-09-12T00:00:00.000Z
-156.62232225497101,20.931713021035367,281,358577,449,1473,Lahaina,Amalu Stream,Stream,HI,15,Maui,9,205554N,1563720W,20.9317008,-156.6222954,205427N,1563534W,20.907408,-156.592727,1981-02-06T00:00:00.000Z,2013-02-21T00:00:00.000Z
-155.101923309012875,19.731515110783626,282,358578,72,236,Hilo,ʻAmauulu Camp,Locale,HI,15,Hawaii,1,194353N,1550607W,19.7313889,-155.1019444,,,,,2003-09-30T00:00:00.000Z,
-157.188793927247787,21.127330924478546,283,358579,401,1316,Molokai Airport,ʻAmikopala,Summit,HI,15,Maui,9,210738N,1571120W,21.127208,-157.188825,,,,,2003-09-30T00:00:00.000Z,2012-08-14T00:00:00.000Z
-159.352280196035792,22.172923053876165,284,358580,292,958,Anahola,Amu,Summit,HI,15,Kauai,7,221022N,1592108W,22.1728801,-159.3523121,,,,,1981-02-06T00:00:00.000Z,2012-08-01T00:00:00.000Z
-155.882992220651175,19.930300902605577,285,358581,15,49,Anaehoomalu,ʻAnaehoʻomalu,Civil,HI,15,Hawaii,1,195549N,1555259W,19.9302778,-155.8830556,,,,,1981-02-06T00:00:00.000Z,2018-11-06T00:00:00.000Z
-155.888607271711095,19.915102993805512,286,358582,0,0,Anaehoomalu,ʻAnaehoʻomalu Bay,Bay,HI,15,Hawaii,1,195454N,1555319W,19.9149948,-155.8887434,,,,,1981-02-06T00:00:00.000Z,2018-09-04T00:00:00.000Z
-155.890499434811403,19.918887191795097,287,358583,1,3,Anaehoomalu,ʻAnaehoʻomalu Point,Cape,HI,15,Hawaii,1,195508N,1555326W,19.9189288,-155.8905029,,,,,1981-02-06T00:00:00.000Z,2018-09-04T00:00:00.000Z
-157.125806502419806,21.198131201469753,288,358584,8,26,Molokai Airport,Anahaki Gulch,Valley,HI,15,Maui,9,211153N,1570733W,21.1979819,-157.1258568,211032N,1570711W,21.175689,-157.119742,2003-09-30T00:00:00.000Z,2016-10-20T00:00:00.000Z
-159.402513348906723,22.147287985139556,289,358585,557,1827,Anahola,Anahola,Civil,HI,15,Kauai,7,220850N,1592409W,22.1472222,-159.4025,,,,,1981-02-06T00:00:00.000Z,
-159.395067079066166,22.137339026618744,290,358586,472,1549,Anahola,Anahola,Summit,HI,15,Kauai,7,220814N,1592342W,22.1373267,-159.3950987,,,,,1981-02-06T00:00:00.000Z,2012-10-22T00:00:00.000Z
-159.313888787135056,22.142282622508631,291,358587,4,13,Anahola,Anahola,Populated Place,HI,15,Kauai,7,220832N,1591850W,22.1422622,-159.3138837,,,,,1981-02-06T00:00:00.000Z,2009-09-23T00:00:00.000Z
-159.303268398782961,22.150095238184736,292,358588,0,0,Anahola,Anahola Bay,Bay,HI,15,Kauai,7,220900N,1591812W,22.149988,-159.303304,,,,,1981-02-06T00:00:00.000Z,
-159.304794330800348,22.147531715320042,293,358589,4,13,Anahola,Anahola Beach,Beach,HI,15,Kauai,7,220851N,1591818W,22.1474431,-159.3049121,,,,,1981-02-06T00:00:00.000Z,2012-06-11T00:00:00.000Z
-159.315475714839693,22.143686466363743,294,358590,49,161,Anahola,Anahola School,School,HI,15,Kauai,7,220837N,1591856W,22.1436111,-159.3155556,,,,,1981-02-06T00:00:00.000Z,
-159.306198141428752,22.149729032512788,295,358591,2,7,Anahola,Anahola Stream,Stream,HI,15,Kauai,7,220859N,1591823W,22.1497336,-159.306339,220851N,1592508W,22.147582,-159.419003,1981-02-06T00:00:00.000Z,2012-08-16T00:00:00.000Z
-159.30497744198027,22.14728757044103,296,358592,4,13,Anahola,Anahola Valley,Valley,HI,15,Kauai,7,220850N,1591818W,22.1472472,-159.305058,220833N,1591850W,22.142562,-159.314015,1981-02-06T00:00:00.000Z,2017-02-08T00:00:00.000Z
-155.845881484645616,19.854311814552108,297,358593,464,1522,Puuanahulu,Anahulu,Area,HI,15,Hawaii,1,195115N,1555045W,19.854204,-155.845909,,,,,1981-02-06T00:00:00.000Z,2012-09-21T00:00:00.000Z
-158.104122330180587,21.594312976495093,298,358594,0,0,Haleiwa,Anahulu River,Stream,HI,15,Honolulu,3,213540N,1580615W,21.594315,-158.1041408,213443N,1580057W,21.578732,-158.015757,1981-02-06T00:00:00.000Z,2018-09-03T00:00:00.000Z
-156.587226958409047,21.022290259426391,299,358595,0,0,Napili,Anakaluahine Gulch,Valley,HI,15,Maui,9,210120N,1563514W,21.022351,-156.5872293,205802N,1563504W,20.967350,-156.584306,1981-02-06T00:00:00.000Z,2016-10-21T00:00:00.000Z
-156.869093293123314,21.162303826103127,300,358596,21,69,Kamalo,Ananoio,Beach,HI,15,Maui,9,210944N,1565209W,21.1622016,-156.8690586,,,,,2003-09-30T00:00:00.000Z,2012-07-24T00:00:00.000Z
-159.293685979057784,22.12268984151039,301,358597,9,30,Anahola,Anapalau Point,Cape,HI,15,Kauai,7,220721N,1591737W,22.122637,-159.29372,,,,,1981-02-06T00:00:00.000Z,
-156.906324679793272,21.16511132916736,302,358598,15,49,Kamalo,Anapuhi,Cape,HI,15,Maui,9,210954N,1565423W,21.1649831,-156.9064593,,,,,1981-02-06T00:00:00.000Z,2012-07-28T00:00:00.000Z
-156.987498471918826,20.810741804557352,303,358599,2,7,Lanai South OE W,Anapuka,Cape,HI,15,Maui,9,204838N,1565915W,20.810645,-156.987536,,,,,1981-02-06T00:00:00.000Z,
-156.942515079795811,20.735728466699449,304,358600,9,30,Lanai South,Anapuka,Cape,HI,15,Maui,9,204409N,1565633W,20.735736,-156.942536,,,,,1981-02-06T00:00:00.000Z,
-156.064999078913672,20.816294369439849,305,358601,0,0,Hana,Anapuka,Cape,HI,15,Maui,9,204858N,1560354W,20.81622,-156.06508,,,,,1981-02-06T00:00:00.000Z,2012-08-27T00:00:00.000Z
-157.245312687153046,21.220897604809334,306,358602,0,0,Ilio Point OE N,Anapuka,Cape,HI,15,Maui,9,211315N,1571443W,21.2208811,-157.2453618,,,,,2003-09-30T00:00:00.000Z,2012-07-17T00:00:00.000Z
-155.884693799156253,19.201721502636094,307,358603,317,1040,Milolii,Anapuka,Civil,HI,15,Hawaii,1,191206N,1555305W,19.2016667,-155.8847222,,,,,1981-02-06T00:00:00.000Z,
-154.992182269567365,19.722483139384924,308,358604,0,0,Keaau Ranch,Anapuka,Bay,HI,15,Hawaii,1,194320N,1545932W,19.7223326,-154.9922419,,,,,1981-02-06T00:00:00.000Z,2013-01-09T00:00:00.000Z
-155.109676753840859,19.84113354794648,309,358605,193,633,Papaikou,Andrade Camp,Locale,HI,15,Hawaii,1,195028N,1550635W,19.8411111,-155.1097222,,,,,1981-02-06T00:00:00.000Z,
-157.755674377536906,21.337111057362669,310,358606,355,1165,Koko Head,Aniani Nui Ridge,Ridge,HI,15,Honolulu,3,212014N,1574521W,21.3371108,-157.7557325,,,,,1981-02-06T00:00:00.000Z,2012-05-30T00:00:00.000Z
-157.066724740187766,21.188487536307207,311,358607,13,43,Kaunakakai,Anianikeha,Cape,HI,15,Maui,9,211118N,1570400W,21.1884532,-157.0666838,,,,,2003-09-30T00:00:00.000Z,2012-08-12T00:00:00.000Z
-159.460801530261136,22.223888804894131,312,358608,4,13,Hanalei,ʻAnini Beach,Beach,HI,15,Kauai,7,221326N,1592739W,22.2238595,-159.4607913,,,,,1981-02-06T00:00:00.000Z,2012-08-20T00:00:00.000Z
-159.46440267217298,22.222912236033931,313,358609,3,10,Hanalei,ʻAnini Stream,Stream,HI,15,Kauai,7,221322N,1592752W,22.2228862,-159.464407,221014N,1592731W,22.170675,-159.458699,1981-02-06T00:00:00.000Z,2012-08-20T00:00:00.000Z
-155.502979416959221,19.377079248030345,314,358610,2109,6919,Mauna Loa,Anipeʻahi,Area,HI,15,Hawaii,1,192237N,1553011W,19.3769444,-155.5030556,,,,,2003-09-30T00:00:00.000Z,2012-09-21T00:00:00.000Z
-159.467519870390873,21.911078018006794,315,358611,73,239,Koloa,Anne Knudsen Park,Park,HI,15,Kauai,7,215440N,1592803W,21.9111111,-159.4675,,,,,2003-09-30T00:00:00.000Z,
-156.878126491656985,21.163707603048305,316,358612,18,59,Kamalo,Anokaiole,Cape,HI,15,Maui,9,210949N,1565242W,21.1635599,-156.8782425,,,,,1981-02-06T00:00:00.000Z,2012-07-28T00:00:00.000Z
-157.789975941968464,21.304335245383708,317,358613,94,308,Honolulu,Ke Kula Kaiapuni ʻo Ānuenue School,School,HI,15,Honolulu,3,211815N,1574724W,21.3041901,-157.7899636,,,,,2003-09-30T00:00:00.000Z,2018-06-05T00:00:00.000Z
-155.429806322649597,19.932135357592028,318,358614,1783,5850,Umikoa,Apakuie,Summit,HI,15,Hawaii,1,195555N,1552548W,19.9320413,-155.4299355,,,,,1981-02-06T00:00:00.000Z,2013-02-14T00:00:00.000Z
-160.179069891569185,21.88813777513311,319,358615,55,180,Niihau North OE W,ʻĀpana Valley,Valley,HI,15,Kauai,7,215317N,1601045W,21.8880576,-160.1791327,215350N,1600754W,21.897272,-160.131579,2003-09-30T00:00:00.000Z,2018-12-13T00:00:00.000Z
-155.672910909520766,20.176886493843867,320,358616,0,0,Honokane,Apua,Civil,HI,15,Hawaii,1,201037N,1554023W,20.1769444,-155.6730556,,,,,2003-09-30T00:00:00.000Z,2011-01-18T00:00:00.000Z
-156.763319355691806,21.139904266430197,321,358617,467,1532,Halawa,ʻApeʻe,Summit,HI,15,Maui,9,210823N,1564548W,21.139816,-156.763323,,,,,2003-09-30T00:00:00.000Z,2012-06-18T00:00:00.000Z
-157.767881385052817,21.353712589012318,322,358618,93,305,Koko Head,Api Spring,Spring,HI,15,Honolulu,3,212113N,1574604W,21.3536344,-157.7678839,,,,,1981-02-06T00:00:00.000Z,2011-04-18T00:00:00.000Z
-156.171385150928302,20.621285962423006,323,358619,9,30,Kaupo,Apole Point,Cape,HI,15,Maui,9,203717N,1561017W,20.6213575,-156.1714697,,,,,1981-02-06T00:00:00.000Z,2012-09-05T00:00:00.000Z
-155.203299372875193,19.321115804179779,324,358620,674,2211,Makaopuhi Crater,ʻĀpua,Civil,HI,15,Hawaii,1,191916N,1551212W,19.3211111,-155.2033333,,,,,2003-09-30T00:00:00.000Z,
-155.686094122749068,20.149298451478309,325,358621,786,2579,Honokane,ʻĀpua,Civil,HI,15,Hawaii,1,200857N,1554110W,20.1491667,-155.6861111,,,,,2003-09-30T00:00:00.000Z,
-155.192618417065688,19.256114337200479,326,358622,0,0,Makaopuhi Crater,ʻĀpua Point,Cape,HI,15,Hawaii,1,191522N,1551134W,19.2560935,-155.1926565,,,,,2003-09-30T00:00:00.000Z,2013-01-14T00:00:00.000Z
-155.776304565455803,20.2331017527179,327,358623,74,243,Hawi,Apuakaohau,Civil,HI,15,Hawaii,1,201359N,1554635W,20.2330556,-155.7763889,,,,,1981-02-06T00:00:00.000Z,
-156.754713856729637,21.174694216281413,328,358624,0,0,Halawa,ʻĀpuʻuiki Gulch,Valley,HI,15,Maui,9,211029N,1564517W,21.1746683,-156.7546748,210959N,1564525W,21.166383,-156.756988,2003-09-30T00:00:00.000Z,2018-12-13T00:00:00.000Z
-155.90086849638098,19.2344971824336,329,358625,0,0,Milolii,Arched Rock,Island,HI,15,Hawaii,1,191404N,1555403W,19.23443,-155.90089,,,,,1981-02-06T00:00:00.000Z,2013-02-04T00:00:00.000Z
-155.494383551526511,20.091680305127579,330,358626,305,1001,Honokaa,Au One-Two,Civil,HI,15,Hawaii,1,200530N,1552940W,20.0916667,-155.4944444,,,,,1981-02-06T00:00:00.000Z,
-156.681893028104554,20.819711648477359,331,358627,0,0,Olowalu,ʻAuʻau Channel,Channel,HI,15,Maui,9,204911N,1564055W,20.8197222,-156.6819444,,,,,1981-02-06T00:00:00.000Z,2012-10-31T00:00:00.000Z
-155.889394524157979,19.301696935350606,332,358628,8,26,Kauluoa Point,ʻAuʻau Point,Cape,HI,15,Hawaii,1,191806N,1555322W,19.3015849,-155.8893871,,,,,1981-02-06T00:00:00.000Z,2018-08-30T00:00:00.000Z
-158.002804640001756,21.392897124881646,333,358629,20,66,Waipahu,August Ahrens Elementary School,School,HI,15,Honolulu,3,212335N,1580010W,21.3929447,-158.0028695,,,,,2003-09-30T00:00:00.000Z,2018-04-05T00:00:00.000Z
-155.969169919116382,19.641480114415433,334,358630,203,666,Kailua,ʻAuhaukeaʻē 1-2,Civil,HI,15,Hawaii,1,193829N,1555809W,19.6413889,-155.9691667,,,,,2003-09-30T00:00:00.000Z,
-154.925775281204693,19.590098628002956,335,358631,1,3,Pahoa North,ʻAuwae,Cape,HI,15,Hawaii,1,193524N,1545533W,19.5900254,-154.9257982,,,,,1981-02-06T00:00:00.000Z,2018-08-30T00:00:00.000Z
-156.332520241951414,20.637520887943353,336,358632,997,3271,Lualailua Hills,Auwahi,Civil,HI,15,Maui,9,203815N,1561957W,20.6375,-156.3325,,,,,2003-09-30T00:00:00.000Z,2011-01-18T00:00:00.000Z
-155.832577018108651,19.950687076801447,337,358633,23,75,Puu Hinai,ʻAuwaiakeakua,Valley,HI,15,Hawaii,1,195702N,1554957W,19.9506928,-155.8326159,194938N,1553413W,19.827169,-155.570273,2003-09-30T00:00:00.000Z,2018-12-13T00:00:00.000Z
-157.853025024818891,21.321119887041252,338,358634,21,69,Honolulu,ʻĀuwalolimu Playground,Park,HI,15,Honolulu,3,211916N,1575111W,21.3211111,-157.8530556,,,,,2003-09-30T00:00:00.000Z,
-160.099175001179304,21.885694928563183,339,358635,5,16,Niihau North,ʻAwāwalua Valley,Valley,HI,15,Kauai,7,215308N,1600557W,21.8856045,-160.0991899,215409N,1600544W,21.902517,-160.095643,2003-09-30T00:00:00.000Z,2018-12-13T00:00:00.000Z
-159.670767621926558,22.152904372381631,340,358636,852,2795,Makaha Point,ʻAwaʻawapuhi Trail,Trail,HI,15,Kauai,7,220910N,1594015W,22.1527778,-159.6708333,,,,,2003-09-30T00:00:00.000Z,2010-02-16T00:00:00.000Z
-159.687674614965658,22.162914312632335,341,358637,9,30,Makaha Point,ʻAwaʻawapuhi Valley,Valley,HI,15,Kauai,7,220946N,1594116W,22.1628698,-159.6877353,220836N,1593840W,22.143412,-159.644349,2003-09-30T00:00:00.000Z,2018-12-13T00:00:00.000Z
-157.000318769391129,21.179515258539848,342,358638,0,0,Kaunakakai,Awahua,Bay,HI,15,Maui,9,211046N,1570001W,21.1794098,-157.0003796,,,,,1981-02-06T00:00:00.000Z,2012-08-12T00:00:00.000Z
-156.002985530374161,19.782471490189145,343,358639,134,440,Makalawena,Awakee,Civil,HI,15,Hawaii,1,194657N,1560011W,19.7825,-156.0030556,,,,,1981-02-06T00:00:00.000Z,
-156.021906814492297,19.796509648992004,344,358640,0,0,Makalawena,Awakeʻe Bay,Bay,HI,15,Hawaii,1,194747N,1560119W,19.7964657,-156.0219312,,,,,1981-02-06T00:00:00.000Z,2018-08-30T00:00:00.000Z
-156.286194265720866,20.883495759651829,345,358641,363,1191,Haiku,ʻAwalau Gulch,Valley,HI,15,Maui,9,205301N,1561710W,20.8835096,-156.2862094,205052N,1561605W,20.847713,-156.268016,1981-02-06T00:00:00.000Z,2018-12-13T00:00:00.000Z
-156.554632979611796,21.004712207004829,346,358642,0,0,Kahakuloa,ʻAwalau Gulch,Valley,HI,15,Maui,9,210017N,1563317W,21.0046246,-156.5546406,205943N,1563344W,20.995253,-156.562284,1981-02-06T00:00:00.000Z,2018-12-13T00:00:00.000Z
-157.000987606367204,20.926342800255902,347,358643,12,39,Lanai North OE W,Awalua,Area,HI,15,Maui,9,205535N,1570004W,20.92633,-157.00098,,,,,1981-02-06T00:00:00.000Z,2012-09-21T00:00:00.000Z
-156.633613169249827,20.826486816781209,348,358644,0,0,Olowalu,Awalua,Beach,HI,15,Maui,9,204935N,1563801W,20.8264855,-156.6336465,,,,,1981-02-06T00:00:00.000Z,2012-10-23T00:00:00.000Z
-155.970269912711672,19.74487379181042,349,358645,633,2077,Kailua,Awalua,Civil,HI,15,Hawaii,1,194441N,1555813W,19.7447222,-155.9702778,,,,,1981-02-06T00:00:00.000Z,
-155.881591469323951,20.214729331137974,350,358646,137,449,Mahukona,Awalua,Civil,HI,15,Hawaii,1,201253N,1555254W,20.2147222,-155.8816667,,,,,1981-02-06T00:00:00.000Z,
-156.024103434568218,19.761719238169011,351,358647,53,174,Makalawena,Awalua Ohiki,Civil,HI,15,Hawaii,1,194542N,1560127W,19.7616667,-156.0241667,,,,,1981-02-06T00:00:00.000Z,
-158.097103641919574,21.341139276979309,352,358648,51,167,Ewa,Awanui Gulch,Valley,HI,15,Honolulu,3,212028N,1580550W,21.3410619,-158.0971142,212308N,1580608W,21.385558,-158.102137,1981-02-06T00:00:00.000Z,2016-10-14T00:00:00.000Z
-156.049496314580836,20.650887967222303,353,358649,2,7,Kipahulu,Awapaewaʻa Bay,Bay,HI,15,Maui,9,203903N,1560259W,20.6507761,-156.0495901,,,,,2003-09-30T00:00:00.000Z,2012-09-18T00:00:00.000Z
-155.670273820675988,18.971927732872015,354,358650,222,728,Kalae,Awawa Kahao,Valley,HI,15,Hawaii,1,185819N,1554013W,18.9719458,-155.6702689,190226N,1554046W,19.040472,-155.679318,1981-02-06T00:00:00.000Z,2016-11-02T00:00:00.000Z
-155.621995002501052,18.96252894310193,355,358651,0,0,Kalae OE E,Awāwaloa,Cape,HI,15,Hawaii,1,185745N,1553720W,18.9623864,-155.6221104,,,,,2003-09-30T00:00:00.000Z,2013-01-14T00:00:00.000Z
-156.813791539746603,20.792490092032331,356,358652,1,3,Lanai South OE E,ʻĀwehi,Cape,HI,15,Maui,9,204733N,1564850W,20.7923971,-156.8138158,,,,,1981-02-06T00:00:00.000Z,2013-04-19T00:00:00.000Z
-156.817209516764422,20.791696667770768,357,358653,2,7,Lanai South OE E,ʻĀwehi Gulch,Valley,HI,15,Maui,9,204730N,1564902W,20.7917538,-156.8171828,204820N,1565103W,20.805672,-156.850804,1981-02-06T00:00:00.000Z,2018-12-13T00:00:00.000Z
-155.152521400211128,19.734932495893219,358,358654,393,1289,Piihonua,ʻĀwehi Stream,Stream,HI,15,Hawaii,1,194405N,1550909W,19.7348353,-155.1525307,194815N,1552245W,19.804259,-155.379081,2003-09-30T00:00:00.000Z,2013-04-02T00:00:00.000Z
