objectid,name,own,tmk,type,createdby,agency,publishdate,featureuid,createdate,modifieddate,modifiedby,deliverydate,sourceid,severity,comments,st_areashape,st_lengthshape
333,Waiawa Community Park #2,Other,96004004,community, , ,1899-12-30T00:00:00.000Z,{28273F5F-6EE2-4388-B313-863CA121A2CF},,,,2016-09-13T00:00:00.000Z,,,,54360.2518828697,0
334,Milokai Place,City,44039059,road, , ,1899-12-30T00:00:00.000Z,{63F22DF3-90CA-4F34-9A7E-45A66DE97366},,,,2016-09-13T00:00:00.000Z,,,,117.800168822088,0
335,Lualualei Beach Park,State,86001007,beach, , ,1899-12-30T00:00:00.000Z,{62EA3DF3-7D17-47A6-8FA5-8E590B3225DA},,,,2016-09-13T00:00:00.000Z,,,,4722.06163716387,0
870,doughnut,doughnut,31043018,null, , ,1899-12-30T00:00:00.000Z,{DD807922-708A-4947-B640-07239DC8FB52},,,,2016-09-13T00:00:00.000Z,,,,12.3588937508175,0
338,Pacific Palisades Community Park,City,97093016,community, , ,1899-12-30T00:00:00.000Z,{21CF96E3-C111-44F4-B754-AE7B85F28EF8},,,,2016-09-13T00:00:00.000Z,,,,31466.1069689333,0
339,Kaimalino Street,City,44039060,road, , ,1899-12-30T00:00:00.000Z,{28A77903-C730-4414-AD28-9A260B5F8FDB},,,,2016-09-13T00:00:00.000Z,,,,200.279425121179,0
340,Maili Beach Park,City,87016001,beach, , ,1899-12-30T00:00:00.000Z,{F748CDA5-D211-46A3-8E1A-D08BFC053356},,,,2016-09-13T00:00:00.000Z,,,,26097.4997480672,0
341,Pacific Palisades Community Park,City,97059100,community, , ,1899-12-30T00:00:00.000Z,{CD2DC20C-3F27-495F-BA0E-44EA5F99D2A0},,,,2016-09-13T00:00:00.000Z,,,,5852.97005951649,0
342,Kaneohe Bay Beach Remnant,State,44021054,road, , ,1899-12-30T00:00:00.000Z,{106DD2D4-428E-4A09-A184-020F77E71A39},,,,2016-09-13T00:00:00.000Z,,,,225.8574999862,0
343,Kaneohe Bay Drive B,City,44021020,road, , ,1899-12-30T00:00:00.000Z,{B5D76129-28BA-4789-ADF3-3AB0BB0232F0},,,,2016-09-13T00:00:00.000Z,,,,391.452690745773,0
353,Heeia Neighborhood Park,City,46031021,neighborhood, , ,1899-12-30T00:00:00.000Z,{4C2CB088-B66E-4236-8E9B-732E2E753693},,,,2016-09-13T00:00:00.000Z,,,,15927.9727638377,0
354,Maili Community Park,City,87004042,community, , ,1899-12-30T00:00:00.000Z,{EF4E53E8-1BB9-46AC-8EFC-A1A23C23F0F1},,,,2016-09-13T00:00:00.000Z,,,,14829.3554710823,0
755,Sandy Beach Park,State,39015019,beach, , ,1899-12-30T00:00:00.000Z,{E9237A3A-0CB6-4269-BC1D-ED50403FDF5E},,,,2016-09-13T00:00:00.000Z,,,,483.887793091019,0
756,Frank C. Judd Mini Park,City,27003048,mini, , ,1899-12-30T00:00:00.000Z,{7AB354F7-C5BF-453D-99FC-5E82B7E901DA},,,,2016-09-13T00:00:00.000Z,,,,458.12813752573,0
344,Waiola Regional Park,Other,94005074,regional/cultural, , ,1899-12-30T00:00:00.000Z,{9FFC4BA7-2E68-4D38-ABDD-55CDD9D20FC6},,,,2016-09-13T00:00:00.000Z,,,,1077516.25160793,0
345,Maili Beach Park,City,87015038,beach, , ,1899-12-30T00:00:00.000Z,{4CAE08E3-AB1C-4218-ACBF-B30EA65FCF9E},,,,2016-09-13T00:00:00.000Z,,,,2719.76880254569,0
346,Waiawa Neighborhood Park #1,Other,96004004,neighborhood, , ,1899-12-30T00:00:00.000Z,{5CCA378F-4200-42EF-8C49-CFA08D34C481},,,,2016-09-13T00:00:00.000Z,,,,16119.1935631127,0
347,Maili Beach Park,City,87015037,beach, , ,1899-12-30T00:00:00.000Z,{3F046C37-A769-4FB5-9FCD-C9E853BA60DD},,,,2016-09-13T00:00:00.000Z,,,,2652.58898697552,0
348,Waimano Gulch State Park Reserve,State,,State, , ,1899-12-30T00:00:00.000Z,{A431C9F1-E197-4BA3-BC29-430E0CA68392},,,,2016-09-13T00:00:00.000Z,,,,144987.315628617,0
349,Maili Beach Park,City,87015035,beach, , ,1899-12-30T00:00:00.000Z,{6E6FB99F-3B44-43A9-A8FB-8BD613EAB9CE},,,,2016-09-13T00:00:00.000Z,,,,5022.33146440426,0
350,Maili Beach Park,City,87015033,beach, , ,1899-12-30T00:00:00.000Z,{45EA3911-CB2C-4BAB-80D1-077ED0F46663},,,,2016-09-13T00:00:00.000Z,,,,4771.20984891908,0
366,Maili Beach Park,City,87015009,beach, , ,1899-12-30T00:00:00.000Z,{A8594B3C-FC12-4220-BD7A-D5D5A4F65BE5},,,,2016-09-13T00:00:00.000Z,,,,3349.45851779485,0
355,Waipio Neighborhood Park,City,94115002,neighborhood, , ,1899-12-30T00:00:00.000Z,{1D657838-0CB1-4AAB-87B1-15507260B942},,,,2016-09-13T00:00:00.000Z,,,,49691.2427489458,0
356,Keaalau Neighborhood Park,City,44012067,neighborhood, , ,1899-12-30T00:00:00.000Z,{377D1516-78BC-4354-AA2C-584C5B6D0867},,,,2016-09-13T00:00:00.000Z,,,,14512.0156716406,0
357,doughnut,doughnut,94005075,null, , ,1899-12-30T00:00:00.000Z,{3B689FDC-91F9-4A70-8C7B-1EEB5ABBDA81},,,,2016-09-13T00:00:00.000Z,,,,6510.44999075346,0
358,Pacific Palisades Entrance Park,City,97047070,sq/ente/tri/prom, , ,1899-12-30T00:00:00.000Z,{75561BAD-0419-4786-9B0E-99C48AC811A2},,,,2016-09-13T00:00:00.000Z,,,,1251.75755638556,0
359,Pacific Palisades Entrance Park,City,97092020,sq/ente/tri/prom, , ,1899-12-30T00:00:00.000Z,{10DE9AA3-A085-4478-BF07-82B6D61248FC},,,,2016-09-13T00:00:00.000Z,,,,14663.8982731092,0
360,Maili Beach Park,Other,87015013,beach, , ,1899-12-30T00:00:00.000Z,{BE8FD893-5C5F-48B7-9402-FBD0934846CF},,,,2016-09-13T00:00:00.000Z,,,,236.795318762283,0
361,Maili Beach Park,City,87015012,beach, , ,1899-12-30T00:00:00.000Z,{92AC9C38-8EBB-4232-86F0-B78B7D4FE76D},,,,2016-09-13T00:00:00.000Z,,,,2499.33916518463,0
362,Maili Beach Park,City,87015011,beach, , ,1899-12-30T00:00:00.000Z,{9CCD369F-CE3B-4767-A438-C5B03FBF4F6D},,,,2016-09-13T00:00:00.000Z,,,,2758.79047722394,0
363,Waiawa Community Park #1,Other,96004004,community, , ,1899-12-30T00:00:00.000Z,{21FCD6A4-F874-4DA1-9BAA-B0E63D96A63A},,,,2016-09-13T00:00:00.000Z,,,,39561.8265653032,0
364,Maili Beach Park,City,87015010,beach, , ,1899-12-30T00:00:00.000Z,{7302C57C-5AEB-4B25-A6F3-DDDE5A249AFF},,,,2016-09-13T00:00:00.000Z,,,,3004.30220888157,0
365,Kaneohe Community Park,City,45021001,community, , ,1899-12-30T00:00:00.000Z,{1F2F906F-37C7-4D96-B740-6299DD74098D},,,,2016-09-13T00:00:00.000Z,,,,22311.0002609952,0
377,Kaneohe Civic Center Neigh. Park,City,45018002,neighborhood, , ,1899-12-30T00:00:00.000Z,{6FA50E24-BDD3-4BDA-8DFD-4C30C6885D2C},,,,2016-09-13T00:00:00.000Z,,,,21621.1188856515,0
378,Maili Beach Park,City,87028022,beach, , ,1899-12-30T00:00:00.000Z,{DFA747E3-8832-4CD1-AFF8-71834924A90A},,,,2016-09-13T00:00:00.000Z,,,,3206.87141142741,0
379,Kaneohe Beach Park,State,45006001,beach, , ,1899-12-30T00:00:00.000Z,{E1517539-5CE0-4ED2-85D9-00BE3387883E},,,,2016-09-13T00:00:00.000Z,,,,3612.42447506642,0
380,Maili Beach Park,City,87028021,beach, , ,1899-12-30T00:00:00.000Z,{EB159754-64D8-4EF9-9669-61E131FFDE21},,,,2016-09-13T00:00:00.000Z,,,,3288.8120802311,0
381,Kaneohe District Park,State,45023009,district, , ,1899-12-30T00:00:00.000Z,{829BFE73-80C5-40B9-BA4D-39E31D309FB5},,,,2016-09-13T00:00:00.000Z,,,,76541.5580971876,0
382,North Kalaheo Avenue at Ainoni St.,Other,43018008,road, , ,1899-12-30T00:00:00.000Z,{060232EB-7CD4-4B4D-8464-70B741CE2D04},,,,2016-09-13T00:00:00.000Z,,,,720.058637637031,0
383,Puohala Neighborhood Park,City,45030038,neighborhood, , ,1899-12-30T00:00:00.000Z,{A3AF066E-ABC7-43A0-9FCB-6AE66413990F},,,,2016-09-13T00:00:00.000Z,,,,15962.6920408209,0
384,Kaneohe Bayview Neighborhood Park,City,45030036,neighborhood, , ,1899-12-30T00:00:00.000Z,{A8801439-4E9B-48AE-A871-07A4E3F63F16},,,,2016-09-13T00:00:00.000Z,,,,63282.5369832891,0
385,Waiawa District Park,Other,96004004,district, , ,1899-12-30T00:00:00.000Z,{4D4F8480-BCBD-4062-9EB0-AB23C6251361},,,,2016-09-13T00:00:00.000Z,,,,91603.2220775239,0
386,Kaneohe District Park,State,45023010,district, , ,1899-12-30T00:00:00.000Z,{6FCD6A49-4EAC-4D93-84DC-8A9467435007},,,,2016-09-13T00:00:00.000Z,,,,51186.4335007988,0
389,Crestview Community Park,City,94103001,community, , ,1899-12-30T00:00:00.000Z,{DA8BD422-2B30-4FA8-8B29-96D91625876B},,,,2016-09-13T00:00:00.000Z,,,,16005.512975415,0
390,Ulehawa Beach Park,City,87005005,beach, , ,1899-12-30T00:00:00.000Z,{BE9B9FD9-2635-49B3-A853-923138C09120},,,,2016-09-13T00:00:00.000Z,,,,13553.8328472995,0
391,Crestview Community Park,City,94103004,community, , ,1899-12-30T00:00:00.000Z,{7D339389-0666-48A3-ACDB-75F8FE41E475},,,,2016-09-13T00:00:00.000Z,,,,16251.5406440305,0
392,Kapunahala Neighborhood Park,City,45078014,neighborhood, , ,1899-12-30T00:00:00.000Z,{E4EACC54-67F8-4881-AA86-3B890C94A456},,,,2016-09-13T00:00:00.000Z,,,,15512.8009198564,0
393,Manana Neighborhood Park,State,97068004,neighborhood, , ,1899-12-30T00:00:00.000Z,{0ABB1726-A1AA-4706-B40B-23D1753C1033},,,,2016-09-13T00:00:00.000Z,,,,16374.1635137569,0
397,Ulehawa Beach Park,State,87005003,beach, , ,1899-12-30T00:00:00.000Z,{D880BB3A-94BC-4B3B-9F7A-B32E22FB8FE4},,,,2016-09-13T00:00:00.000Z,,,,7076.93215302364,0
398,North Kalaheo Avenue at Dune Stree,Other,43017001,road, , ,1899-12-30T00:00:00.000Z,{AA40F40C-9E5E-4A11-A718-DCA9E54AA8F5},,,,2016-09-13T00:00:00.000Z,,,,556.942081299773,0
399,Maili Kai Community Park,Other,87010002,community, , ,1899-12-30T00:00:00.000Z,{B6A8BDED-BB65-4735-A5AA-2E69714F14C6},,,,2016-09-13T00:00:00.000Z,,,,44521.3969331698,0
394,Kawai Nui Marsh,City,42016001,nature pres/marsh, , ,1899-12-30T00:00:00.000Z,{587DA2E6-FD9E-4FD3-840C-40F2214BE1EC},,,,2016-09-13T00:00:00.000Z,,,,2768970.26692218,0
395,Kaneohe Community and Senior Cente,City,45029026,community, , ,1899-12-30T00:00:00.000Z,{740B4FB0-6A85-464B-BC1F-13532E3F0CBE},,,,2016-09-13T00:00:00.000Z,,,,7844.22792211366,0
396,Kawai Nui Neighborhood Park,City,42016001,neighborhood, , ,1899-12-30T00:00:00.000Z,{A8CE5DEB-BB53-4F11-944F-4496310D8368},,,,2016-09-13T00:00:00.000Z,,,,19725.317458932,0
776,Crane Community Park,City,27031008,community, , ,1899-12-30T00:00:00.000Z,{F81CDBDC-6B11-4C3A-9F63-974150ABCD31},,,,2016-09-13T00:00:00.000Z,,,,20143.1816203333,0
400,Nahele Neighborhood Park,City,98057093,neighborhood, , ,1899-12-30T00:00:00.000Z,{8729979B-6765-4852-BC41-FB596A23FC73},,,,2016-09-13T00:00:00.000Z,,,,15946.7385488275,0
401,Kalama Beach Park,City,43016004,beach, , ,1899-12-30T00:00:00.000Z,{8FB16478-74D0-4CCF-9F19-D218B15F3C82},,,,2016-09-13T00:00:00.000Z,,,,16942.3425135735,0
402,Waiau District Park,State,98052002,district, , ,1899-12-30T00:00:00.000Z,{DEBEE518-E577-46A7-85BE-A5C283387881},,,,2016-09-13T00:00:00.000Z,,,,126785.256511339,0
403,Kaluapuhi Neighborhood Park,City,45065002,neighborhood, , ,1899-12-30T00:00:00.000Z,{79FF3509-D4C9-4D1A-AC02-D57B18C82F0D},,,,2016-09-13T00:00:00.000Z,,,,23319.4062317775,0
404,Ulehawa Beach Park,State,87005001,beach, , ,1899-12-30T00:00:00.000Z,{CB586454-65B2-40B2-96C9-F805164E4713},,,,2016-09-13T00:00:00.000Z,,,,19545.6351991457,0
786,Niu Valley Neighborhood Park,City,37003010,neighborhood, , ,1899-12-30T00:00:00.000Z,{B930917E-6760-4A19-BC62-A78D9B040C93},,,,2016-09-13T00:00:00.000Z,,,,8340.1114812306,0
405,Pearl City District Park,City,97036123,district, , ,1899-12-30T00:00:00.000Z,{1A44C61A-8813-4DEE-B49F-404EB979A45B},,,,2016-09-13T00:00:00.000Z,,,,40079.478953809,0
406,Kaahele Neighborhood Park,City,98068063,neighborhood, , ,1899-12-30T00:00:00.000Z,{837F5667-2371-41C2-8B80-4DE7A5CF0258},,,,2016-09-13T00:00:00.000Z,,,,16853.2253772257,0
407,Ulehawa Beach Park,State,87006003,beach, , ,1899-12-30T00:00:00.000Z,{9D5EC98A-A515-44B8-94B9-B87EC9A52222},,,,2016-09-13T00:00:00.000Z,,,,65589.4034831724,0
787,Ala Wai Neighborhood Park,State,27021038,neighborhood, , ,1899-12-30T00:00:00.000Z,{E82E0F9A-9455-4FB6-BDD1-0B1AFCAF3C57},,,,2016-09-13T00:00:00.000Z,,,,1648.18965665443,0
408,Waikele Neighborhood Park,City,94007038,neighborhood, , ,1899-12-30T00:00:00.000Z,{3E39B75F-1439-4842-8DDA-8E26FCD26D5A},,,,2016-09-13T00:00:00.000Z,,,,20248.7060558413,0
409,Waikele Community Park,City,94007052,community, , ,1899-12-30T00:00:00.000Z,{E118DEEF-5F97-464C-B9FF-74C93D4520DC},,,,2016-09-13T00:00:00.000Z,,,,51876.2076060042,0
410,Manana Community Park,Federal,97024006,community, , ,1899-12-30T00:00:00.000Z,{594FCF9D-196A-4AE2-BDE4-F896FD3087BC},,,,2016-09-13T00:00:00.000Z,,,,31555.252346245,0
411,Manana Kai Neighborhood Park,City,97024040,neighborhood, , ,1899-12-30T00:00:00.000Z,{D47E3766-AE24-4143-85E5-773DA5A17F25},,,,2016-09-13T00:00:00.000Z,,,,17526.0136271629,0
412,South Kalaheo at Kuuniu Street,Other,43013001,road, , ,1899-12-30T00:00:00.000Z,{34EE9928-43BE-458E-AD8E-3B0B1692F4EC},,,,2016-09-13T00:00:00.000Z,,,,281.536356327868,0
413,South Kalaheo at Kuuniu Street,Other,43012034,road, , ,1899-12-30T00:00:00.000Z,{5B0AC4FD-CFAA-43E8-8639-89824FA029DF},,,,2016-09-13T00:00:00.000Z,,,,488.794071911962,0
414,Kawai Nui Marsh,City,42016006,nature pres/marsh, , ,1899-12-30T00:00:00.000Z,{4B42A970-FA0A-4E46-8D0C-80F647F3D40F},,,,2016-09-13T00:00:00.000Z,,,,247864.032062019,0
415,Waiau Neighborhood Park,City,98050070,neighborhood, , ,1899-12-30T00:00:00.000Z,{12E7080E-E684-497F-ADDB-697D8B4F00FB},,,,2016-09-13T00:00:00.000Z,,,,18745.5612615294,0
805,Ala Moana Regional Park,Other,,regional/cultural, , ,1899-12-30T00:00:00.000Z,{5D78A5B8-5AB0-4372-AD81-6BB26FF185CE},,,,2016-09-13T00:00:00.000Z,,,,368.485831276845,0
416,Kailua Beach Park,State,43011074,beach, , ,1899-12-30T00:00:00.000Z,{028DC008-8D79-4393-8773-25B4FBF3CA82},,,,2016-09-13T00:00:00.000Z,,,,21988.7409061164,0
417,Kailua Beach Park,State,43011075,beach, , ,1899-12-30T00:00:00.000Z,{CCD33A3F-5343-493A-A1A7-37F160BDF5DE},,,,2016-09-13T00:00:00.000Z,,,,22776.5759125138,0
418,Kailua Beach Park,City,43011076,beach, , ,1899-12-30T00:00:00.000Z,{E0F339E7-D0E1-4E78-BBF8-1861575B846C},,,,2016-09-13T00:00:00.000Z,,,,107.294771868794,0
421,Kailua Beach Park,State,43010084,beach, , ,1899-12-30T00:00:00.000Z,{1C0AD75A-02AB-49E0-B0C3-F38DA7C47AF6},,,,2016-09-13T00:00:00.000Z,,,,26414.0961085405,0
422,Newtown Neighborhood Park,City,98060008,neighborhood, , ,1899-12-30T00:00:00.000Z,{9FF78095-C09C-4E12-9DAF-227AE9C51F9B},,,,2016-09-13T00:00:00.000Z,,,,16199.5424995658,0
423,Kailua Beach Park,State,43010083,beach, , ,1899-12-30T00:00:00.000Z,{DAFD22FF-A197-4D60-86BF-CE6E45D3DEA6},,,,2016-09-13T00:00:00.000Z,,,,2916.59725615863,0
840,doughnut,doughnut,39012006,null, , ,1899-12-30T00:00:00.000Z,{91D41495-1C83-4B44-8910-C957D79BBA39},,,,2016-09-13T00:00:00.000Z,,,,3357.61484128031,0
871,doughnut,doughnut,31043015,null, , ,1899-12-30T00:00:00.000Z,{E4ED8BC7-DC29-4B83-B59C-168925D3F039},,,,2016-09-13T00:00:00.000Z,,,,40.9049312300166,0
419,Kailua Beach Park,State,43009001,beach, , ,1899-12-30T00:00:00.000Z,{627A774C-230D-495A-8CEF-07125F606DBA},,,,2016-09-13T00:00:00.000Z,,,,21285.7265545035,0
420,Kunia Neighborhood Park,City,94137138,neighborhood, , ,1899-12-30T00:00:00.000Z,{FC5DE5F7-4D6E-419F-94CC-7014340B2111},,,,2016-09-13T00:00:00.000Z,,,,22565.2195508897,0
920,DT Fleming Beach Park,private,42004016,beach, , ,1899-12-30T00:00:00.000Z,{A887667C-EFA3-473A-B217-117E2059A5A1},,,,2016-09-13T00:00:00.000Z,,,,14400.9472219943,0
424,Kailua District Park,City,43056009,district, , ,1899-12-30T00:00:00.000Z,{ADEF91F9-1779-4392-9C1D-46ED2F3D543D},,,,2016-09-13T00:00:00.000Z,,,,74938.2792661739,0
426,Kaonohi Neighborhood Park,City,98041021,neighborhood, , ,1899-12-30T00:00:00.000Z,{0B6C854C-09CD-4A3F-92D0-2499F819FC23},,,,2016-09-13T00:00:00.000Z,,,,17257.4575161196,0
427,Kailua Beach Park,City,43010088,beach, , ,1899-12-30T00:00:00.000Z,{791A95C4-5C51-4014-9B16-645F8D17936F},,,,2016-09-13T00:00:00.000Z,,,,3502.92810933054,0
428,Kailua Beach Park,Other,43010101,beach, , ,1899-12-30T00:00:00.000Z,{FBBA6F1B-ADC9-47E8-BED4-BE29C435262E},,,,2016-09-13T00:00:00.000Z,,,,942.011012486421,0
429,Kailua Beach Park,Other,43010102,beach, , ,1899-12-30T00:00:00.000Z,{9FD47762-9776-4F48-81C9-425E5E40F621},,,,2016-09-13T00:00:00.000Z,,,,15796.8895745384,0
430,Newtown Neighborhood Park,City,98060006,neighborhood, , ,1899-12-30T00:00:00.000Z,{FD4851EB-F432-4293-87B5-6F91CB9DCC08},,,,2016-09-13T00:00:00.000Z,,,,16700.6349586166,0
442,Hoaeae Community Park,City,94107099,community, , ,1899-12-30T00:00:00.000Z,{4EBBAA12-1EE1-4781-842A-8132FA54F003},,,,2016-09-13T00:00:00.000Z,,,,40608.7159915608,0
425,Hoomaluhia Botanical Garden,City,45041009,botantical garden, , ,1899-12-30T00:00:00.000Z,{9E535B39-B0BD-4F06-8D49-21D176642414},,,,2016-09-13T00:00:00.000Z,,,,828315.752968311,0
431,Kailua Beach Park,State,43009002,beach, , ,1899-12-30T00:00:00.000Z,{DCBC6793-CD8E-4DEC-93E9-E7CE480A54F2},,,,2016-09-13T00:00:00.000Z,,,,37903.3760562684,0
432,Keaiwa Heiau State Recreation Area,State,,recreation area, , ,1899-12-30T00:00:00.000Z,{82716575-61DC-4183-9DDB-03EC99E06CC0},,,,2016-09-13T00:00:00.000Z,,,,10136.8348025969,0
435,Kaelepulu Mini Park,City,42018014,mini, , ,1899-12-30T00:00:00.000Z,{8190E950-8244-46CF-98E8-3179AF31F2E3},,,,2016-09-13T00:00:00.000Z,,,,6528.49891190728,0
436,Pacheco Neighborhood Park,City,97022011,neighborhood, , ,1899-12-30T00:00:00.000Z,{905E8094-E89D-418B-AE3F-1DBD55DB971D},,,,2016-09-13T00:00:00.000Z,,,,18622.4427401601,0
437,doughnut,doughnut,42016004,null, , ,1899-12-30T00:00:00.000Z,{5D650DE9-20F4-4EB3-A75F-27CF3E855595},,,,2016-09-13T00:00:00.000Z,,,,837.961481170409,0
438,Mokulua Drive C,Other,43007062,road, , ,1899-12-30T00:00:00.000Z,{83F96D39-78BD-441F-A897-FC8AA3DC02FC},,,,2016-09-13T00:00:00.000Z,,,,287.287359693876,0
439,Napuanani Neighborhood Park,State,99006020,neighborhood, , ,1899-12-30T00:00:00.000Z,{AF148E29-C6AD-4972-BD12-3C83ECBF1434},,,,2016-09-13T00:00:00.000Z,,,,18033.9310059112,0
440,Waipahu Uka Neighborhood Park,City,94095140,neighborhood, , ,1899-12-30T00:00:00.000Z,{80D07766-E75A-4D0B-9A51-2A2F4F3B522B},,,,2016-09-13T00:00:00.000Z,,,,16205.0993329598,0
433,Waiau Gardens Mini Park,City,98059006,mini, , ,1899-12-30T00:00:00.000Z,{F84774D0-12AC-41D9-8526-3705FD74F729},,,,2016-09-13T00:00:00.000Z,,,,9494.93415748452,0
434,Ulehawa Beach Park,State,87007001,beach, , ,1899-12-30T00:00:00.000Z,{5AA6B58B-80A5-46B7-894C-BE792398CAE2},,,,2016-09-13T00:00:00.000Z,,,,67677.3816394821,0
443,Ulehawa Beach Park,State,87008026,beach, , ,1899-12-30T00:00:00.000Z,{3B097417-9391-42D4-8A75-35A254A95EA4},,,,2016-09-13T00:00:00.000Z,,,,57674.3017310292,0
444,Waimalu Neighborhood Park,City,98008007,neighborhood, , ,1899-12-30T00:00:00.000Z,{A97C9788-9821-458C-ADE5-8255C1008494},,,,2016-09-13T00:00:00.000Z,,,,13395.722161467,0
445,Lehua Community Park,City,97017002,community, , ,1899-12-30T00:00:00.000Z,{70B78254-ED1B-4E53-87D8-F5687549F894},,,,2016-09-13T00:00:00.000Z,,,,45552.7112420389,0
446,Hans L'orange Neighborhood Park,Other,94002021,neighborhood, , ,1899-12-30T00:00:00.000Z,{91ACD4B9-FD91-4014-9ADE-FE4533D4AC07},,,,2016-09-13T00:00:00.000Z,,,,27921.824811811,0
447,Pearl Ridge Community Park,State,98013029,community, , ,1899-12-30T00:00:00.000Z,{343EF1DC-862F-42E7-8690-26961ED88383},,,,2016-09-13T00:00:00.000Z,,,,36745.1501772855,0
448,Mokulua Drive B,Other,43005087,road, , ,1899-12-30T00:00:00.000Z,{F2F07A2E-C88D-429D-ADE4-6E66DBAFBFFB},,,,2016-09-13T00:00:00.000Z,,,,346.001696774988,0
455,Hoomaluhia Botanical Garden,City,45041012,botantical garden, , ,1899-12-30T00:00:00.000Z,{B4351D20-DC0D-4197-8971-66A2353C0A81},,,,2016-09-13T00:00:00.000Z,,,,22832.5920720949,0
456,Hoomaluhia Botanical Garden,City,45041011,botantical garden, , ,1899-12-30T00:00:00.000Z,{5A8EE76B-1F41-4D94-9CD4-690F795F22A6},,,,2016-09-13T00:00:00.000Z,,,,16041.1398950955,0
449,Waipahu District Park,City,94017003,district, , ,1899-12-30T00:00:00.000Z,{8DCC8F22-8BE2-480A-9E2C-D0607FA88F50},,,,2016-09-13T00:00:00.000Z,,,,55680.3672052437,0
450,Ulu Po Heiau State Monument,State,42013002,monument, , ,1899-12-30T00:00:00.000Z,{78DAE56D-F900-4308-9231-7DA7FD4D5978},,,,2016-09-13T00:00:00.000Z,,,,5678.94256875074,0
451,Neal S. Blaisdell Park,City,98007008,beach, , ,1899-12-30T00:00:00.000Z,{6E004225-537F-4189-A4BC-12A81DB00A9F},,,,2016-09-13T00:00:00.000Z,,,,86380.7311385822,0
452,Hoomaluhia Botanical Garden,City,45042012,botanical garden, , ,1899-12-30T00:00:00.000Z,{8159E2DE-3E89-462A-8D97-11BB303A5770},,,,2016-09-13T00:00:00.000Z,,,,634268.208732425,0
457,Enchanted Lake Community Park,City,42002037,community, , ,1899-12-30T00:00:00.000Z,{EB85A45C-20A3-4B6A-B3C7-F59CCD90F217},,,,2016-09-13T00:00:00.000Z,,,,23611.2080135335,0
479,Aiea Bay Recreation Area,State,,recreation area, , ,1899-12-30T00:00:00.000Z,{F72B44A4-8DD7-4EAB-9199-84B84AD36E7B},,,,2016-09-13T00:00:00.000Z,,,,10869.3795306181,0
453,Waipahu Cultural Garden Park,City,94010029,regional/cultural, , ,1899-12-30T00:00:00.000Z,{53DD7BE5-CDD4-4E50-8D35-CF55B7ACD3B0},,,,2016-09-13T00:00:00.000Z,,,,32147.3032819189,0
454,Waipahu Cultural Garden Park,City,94010041,regional/cultural, , ,1899-12-30T00:00:00.000Z,{480B31FF-F485-4ABB-8037-8965E6091207},,,,2016-09-13T00:00:00.000Z,,,,80666.6760387026,0
458,Waipahu Cultural Garden Park,City,94010004,regional/cultural, , ,1899-12-30T00:00:00.000Z,{1F25E9FD-BCA4-4BC3-9638-8B053F458615},,,,2016-09-13T00:00:00.000Z,,,,64584.1395988329,0
459,Mokulua Drive A,Other,43003089,road, , ,1899-12-30T00:00:00.000Z,{21038BC2-1006-46A3-BFA3-CA6541FF28B9},,,,2016-09-13T00:00:00.000Z,,,,338.103137882407,0
460,Hoomaluhia Botanical Garden,City,45041010,botantical garden, , ,1899-12-30T00:00:00.000Z,{EAB948AD-E583-48CE-860A-23486D3A0EF4},,,,2016-09-13T00:00:00.000Z,,,,1934.17619115292,0
461,Pali Golf Course,City,45035001,golf course, , ,1899-12-30T00:00:00.000Z,{AE247501-E015-4004-A755-63CA253D6E43},,,,2016-09-13T00:00:00.000Z,,,,873331.260559173,0
462,Neal S. Blaisdell Park,City,98007001,beach, , ,1899-12-30T00:00:00.000Z,{DCB3DB60-2E67-4E4B-81EC-076285BB2866},,,,2016-09-13T00:00:00.000Z,,,,17916.080259809,0
463,Aiea District Park,City,99005015,district, , ,1899-12-30T00:00:00.000Z,{9F6B9DD9-2993-40C7-816E-3032EE793BB9},,,,2016-09-13T00:00:00.000Z,,,,26832.9478179463,0
464,Hoomaluhia Botanical Garden,City,45041010,botantical garden, , ,1899-12-30T00:00:00.000Z,{54AD199E-DE6F-4492-AD6D-1D154B16E19A},,,,2016-09-13T00:00:00.000Z,,,,5105.22680142792,0
465,Aiea District Park,City,98029001,district, , ,1899-12-30T00:00:00.000Z,{B0F65977-5B38-4266-B5BC-C916E083E36F},,,,2016-09-13T00:00:00.000Z,,,,10645.4436501153,0
466,Waipahu Cultural Garden Park,City,94010010,regional/cultural, , ,1899-12-30T00:00:00.000Z,{601CD7DA-C92A-4FBD-BEDB-D0BC00F6337E},,,,2016-09-13T00:00:00.000Z,,,,740.855903123738,0
467,Hoomaluhia Botanical Garden,City,45041010,botantical garden, , ,1899-12-30T00:00:00.000Z,{B72C4AFA-CF67-451D-9BF1-53A9D6B51A50},,,,2016-09-13T00:00:00.000Z,,,,1333.90354728898,0
468,Waipahu Cultural Garden Park,City,94010012,regional/cultural, , ,1899-12-30T00:00:00.000Z,{2082C8F6-669F-46D0-88F2-B7E59D19BD98},,,,2016-09-13T00:00:00.000Z,,,,1081.83446564141,0
469,Waipahu Cultural Garden Park,City,94010007,regional/cultural, , ,1899-12-30T00:00:00.000Z,{E4C273FA-21A3-425B-A136-51AC6F4736B9},,,,2016-09-13T00:00:00.000Z,,,,1343.90314063015,0
