objectid,name,own,tmk,type,createdby,agency,publishdate,featureuid,createdate,modifieddate,modifiedby,deliverydate,sourceid,severity,comments,st_areashape,st_lengthshape
213,Whitmore Community Park,State,71006077,community, , ,1899-12-30T00:00:00.000Z,{1488429F-8883-4874-A890-16E89E0778FF},,,,2016-09-13T00:00:00.000Z,,,,3771.85375966003,0
214,Kualoa Regional Park,City,49003044,regional/cultural, , ,1899-12-30T00:00:00.000Z,{12FE3C0C-C46D-4865-9226-2E1AA8743309},,,,2016-09-13T00:00:00.000Z,,,,13378.0091654069,0
215,Whitmore Neighborhood Park,City,71004023,neighborhood, , ,1899-12-30T00:00:00.000Z,{0413A9D0-26CB-46BE-A49B-3D5963FD4683},,,,2016-09-13T00:00:00.000Z,,,,9300.02024445702,0
216,Kahi Kani Neighborhood Park,City,71009064,neighborhood, , ,1899-12-30T00:00:00.000Z,{258E1626-C6FD-4EDD-84A6-EE3E072D1D8E},,,,2016-09-13T00:00:00.000Z,,,,10903.0101970848,0
217,Iliahi Neighborhood Park,City,75027002,neighborhood, , ,1899-12-30T00:00:00.000Z,{7443A3B3-9E8F-482C-B94B-B194216BFF0A},,,,2016-09-13T00:00:00.000Z,,,,12622.1181659392,0
218,Waiahole/Waikane Nature Preserve,Other,48014004,nature pres/marsh, , ,1899-12-30T00:00:00.000Z,{C94B8345-219A-47FE-9F51-72AB944857EC},,,,2016-09-13T00:00:00.000Z,,,,345652.526199164,0
243,Waiahole/Waikane Nature Preserve,Other,48003015,nature pres/marsh, , ,1899-12-30T00:00:00.000Z,{2C023A5F-75B1-45A5-8EAA-92A8477FDF78},,,,2016-09-13T00:00:00.000Z,,,,915.76527509613,0
336,Aikahi Community Park,City,44003015,community, , ,1899-12-30T00:00:00.000Z,{237C6BD7-4704-44B0-BA27-26D6731C4D23},,,,2016-09-13T00:00:00.000Z,,,,16203.4511706651,0
337,Aikahi Community Park,City,44003012,community, , ,1899-12-30T00:00:00.000Z,{18293F93-5C49-4729-9B3E-B7F9A9185CC4},,,,2016-09-13T00:00:00.000Z,,,,70.8936125551465,0
222,Wahiawa Botanical Garden,State,74017001,botantical garden, , ,1899-12-30T00:00:00.000Z,{3EA31B7D-30FF-4230-B271-6E92230FC552},,,,2016-09-13T00:00:00.000Z,,,,107278.493875038,0
233,Wahiawa State Freshwater Park,State,76001006,, , ,1899-12-30T00:00:00.000Z,{238D2017-6854-41BA-BFD9-8F164CC7A912},,,,2016-09-13T00:00:00.000Z,,,,271538.113675123,0
234,Kaala Neighborhood Park,City,73019013,neighborhood, , ,1899-12-30T00:00:00.000Z,{54D12626-B44E-4712-8013-20C3110A82A7},,,,2016-09-13T00:00:00.000Z,,,,8846.51312501266,0
223,Waiahole/Waikane Nature Preserve,Other,48006008,nature pres/marsh, , ,1899-12-30T00:00:00.000Z,{3593C34B-7BB0-473B-965A-B138BE6C462E},,,,2016-09-13T00:00:00.000Z,,,,1580179.12163227,0
224,Wahiawa District Park,City,74008002,district, , ,1899-12-30T00:00:00.000Z,{34F41174-3EF3-4594-A26B-16D240C8DFDF},,,,2016-09-13T00:00:00.000Z,,,,11497.6184536002,0
225,Wahiawa District Park,City,74008005,district, , ,1899-12-30T00:00:00.000Z,{BA70C109-2B3C-4C60-83D3-AADF9A03989A},,,,2016-09-13T00:00:00.000Z,,,,14333.6009973838,0
226,Wahiawa District Park,City,74008009,district, , ,1899-12-30T00:00:00.000Z,{B24B4383-AF0B-4D44-A846-CA05CE07E1BB},,,,2016-09-13T00:00:00.000Z,,,,10571.6709691252,0
235,Waiahole/Waikane Nature Preserve,Other,48003042,nature pres/marsh, , ,1899-12-30T00:00:00.000Z,{A6B83191-AAD2-4E96-978C-95ADB6028B3F},,,,2016-09-13T00:00:00.000Z,,,,668.741387559136,0
227,Waiahole/Waikane Nature Preserve,Other,48003001,nature pres/marsh, , ,1899-12-30T00:00:00.000Z,{CA7C6B5C-A798-4A72-95E1-86B54CFFD579},,,,2016-09-13T00:00:00.000Z,,,,99559.3650461177,0
228,Waiahole/Waikane Nature Preserve,Other,48003016,nature pres/marsh, , ,1899-12-30T00:00:00.000Z,{929DF2C5-CEEE-46A5-A788-FA3366A066D8},,,,2016-09-13T00:00:00.000Z,,,,31556.9312407586,0
236,Waiahole/Waikane Nature Preserve,Other,48003013,nature pres/marsh, , ,1899-12-30T00:00:00.000Z,{519B7C59-DC1C-4378-B159-AD56F8B37425},,,,2016-09-13T00:00:00.000Z,,,,3994.43032889411,0
237,doughnut,doughnut,48006010,null, , ,1899-12-30T00:00:00.000Z,{01C611E4-6928-408E-A614-AA2274C4FB61},,,,2016-09-13T00:00:00.000Z,,,,36771.5612195859,0
238,Waiahole/Waikane Nature Preserve,Other,48003014,nature pres/marsh, , ,1899-12-30T00:00:00.000Z,{63B37E4A-59A9-4F1A-B404-A497EADFCC5E},,,,2016-09-13T00:00:00.000Z,,,,8045.3940134546,0
239,Waiahole/Waikane Nature Preserve,Other,48003021,nature pres/marsh, , ,1899-12-30T00:00:00.000Z,{4E03BA08-E39B-409B-9C95-B3AF9E369A1D},,,,2016-09-13T00:00:00.000Z,,,,6061.33748814361,0
240,Waiahole/Waikane Nature Preserve,Other,48003022,nature pres/marsh, , ,1899-12-30T00:00:00.000Z,{40649865-33AD-450C-8280-12C69C5660C8},,,,2016-09-13T00:00:00.000Z,,,,3987.77152545638,0
372,Kaneohe Bay Drive A,Other,44016020,road, , ,1899-12-30T00:00:00.000Z,{4E601CAA-5DCB-4382-ABA1-C5CCE9FFF8D8},,,,2016-09-13T00:00:00.000Z,,,,94.4685000004247,0
229,Waiahole/Waikane Nature Preserve,Other,48004004,nature pres/marsh, , ,1899-12-30T00:00:00.000Z,{8DD24F7F-318E-48C7-82E3-8ECA6F3BFA6C},,,,2016-09-13T00:00:00.000Z,,,,128597.005481175,0
230,Waiahole/Waikane Nature Preserve,Other,48003012,nature pres/marsh, , ,1899-12-30T00:00:00.000Z,{8CC75358-3500-4B52-A9B8-6D2D695999C8},,,,2016-09-13T00:00:00.000Z,,,,2285.2941752699,0
231,Waiahole/Waikane Nature Preserve,Other,48003020,nature pres/marsh, , ,1899-12-30T00:00:00.000Z,{70175341-A193-4EB0-B6E6-F9B84AFAB8D8},,,,2016-09-13T00:00:00.000Z,,,,3049.75837225095,0
232,doughnut,doughnut,48004003,null, , ,1899-12-30T00:00:00.000Z,{1D24413F-1460-4C31-AB2B-EAA82668E4EA},,,,2016-09-13T00:00:00.000Z,,,,10691.736606864,0
241,doughnut,doughnut,,null, , ,1899-12-30T00:00:00.000Z,{07DD8DC2-4765-4B7C-8EBB-8A2196020A9A},,,,2016-09-13T00:00:00.000Z,,,,30495.8720015788,0
351,Maili Beach Park,City,87015022,beach, , ,1899-12-30T00:00:00.000Z,{09DF6231-102B-4920-97A1-07EF13757085},,,,2016-09-13T00:00:00.000Z,,,,37532.678005072,0
244,Waiahole Beach Park,City,48002008,beach, , ,1899-12-30T00:00:00.000Z,{065699F0-2D22-4306-A43E-5F708545F9A9},,,,2016-09-13T00:00:00.000Z,,,,3416.64417846178,0
245,Waiahole Beach Park,City,48002009,beach, , ,1899-12-30T00:00:00.000Z,{5D08CDB0-45DB-4173-9247-3083F7376FDF},,,,2016-09-13T00:00:00.000Z,,,,1829.87725640384,0
246,Waiahole Beach Park,State,48002010,beach, , ,1899-12-30T00:00:00.000Z,{2AABABE4-8386-4679-9265-B742C6C656F4},,,,2016-09-13T00:00:00.000Z,,,,1525.01277515681,0
247,Waiahole Beach Park,City,48002011,beach, , ,1899-12-30T00:00:00.000Z,{A54EE233-2B5E-4B1A-86E5-AA0FD9443548},,,,2016-09-13T00:00:00.000Z,,,,4849.27713497944,0
248,Waiahole Beach Park,State,48002012,beach, , ,1899-12-30T00:00:00.000Z,{6D135CB1-9826-43C7-93DD-571426FA6668},,,,2016-09-13T00:00:00.000Z,,,,1075.7345846048,0
266,Kahaluu Regional Park,City,47012013,regional/cultural, , ,1899-12-30T00:00:00.000Z,{840EFCE9-D871-4C90-B25B-1B439077CBD6},,,,2016-09-13T00:00:00.000Z,,,,10566.8229743232,0
267,Laenani Neighborhood Park,City,47010017,neighborhood, , ,1899-12-30T00:00:00.000Z,{B01C0C41-C992-4DF1-8403-06482D80C5EB},,,,2016-09-13T00:00:00.000Z,,,,5382.63241710456,0
352,North Kalaheo Avenue at Kawainui C,City,43083069,road, , ,1899-12-30T00:00:00.000Z,{BEC4B90F-A69F-454E-8BE7-41045B6970F2},,,,2016-09-13T00:00:00.000Z,,,,1226.53623443583,0
249,Waiahole Beach Park,City,48002001,beach, , ,1899-12-30T00:00:00.000Z,{9BEF3AD5-CC97-46E0-9E82-DDEB0B2718A2},,,,2016-09-13T00:00:00.000Z,,,,54967.0703397778,0
250,Waiahole Beach Park,City,48002007,beach, , ,1899-12-30T00:00:00.000Z,{F928BA74-4BD0-4DA6-ABF1-E1FD2831EF5E},,,,2016-09-13T00:00:00.000Z,,,,1574.78209104608,0
257,Makaha Beach Park,City,84001012,beach, , ,1899-12-30T00:00:00.000Z,{3CD9F39D-8422-48D8-B30A-38E396006934},,,,2016-09-13T00:00:00.000Z,,,,28911.3432514437,0
258,Makaha Community Park,City,84025011,community, , ,1899-12-30T00:00:00.000Z,{E7DD1D6A-BE23-49BE-BB6F-88F56CAD9816},,,,2016-09-13T00:00:00.000Z,,,,16384.835043942,0
281,Kahaluu Regional Park,City,47012016,regional/cultural, , ,1899-12-30T00:00:00.000Z,{30C58B7A-34BC-425D-8E9B-9AC44661118E},,,,2016-09-13T00:00:00.000Z,,,,3279.16606945572,0
251,Waiahole/Waikane Nature Preserve,Other,48001010,nature pres/marsh, , ,1899-12-30T00:00:00.000Z,{B88C65E6-F789-438E-ABC9-C5CC1C1307D6},,,,2016-09-13T00:00:00.000Z,,,,146254.172105451,0
252,doughnut,doughnut,48002006,null, , ,1899-12-30T00:00:00.000Z,{2AD386EB-01F3-4932-97B8-A633FBBEC7F5},,,,2016-09-13T00:00:00.000Z,,,,1273.13556902393,0
253,Makau Street B,Other,84010017,road, , ,1899-12-30T00:00:00.000Z,{589FCDA5-5FF8-4244-B095-07AC0BEEFF82},,,,2016-09-13T00:00:00.000Z,,,,95.2482530279095,0
254,Mililani Mauka Community Park,Other,95002033,community, , ,1899-12-30T00:00:00.000Z,{62086510-F8D4-418D-ACCF-E442033B251A},,,,2016-09-13T00:00:00.000Z,,,,51936.5010162906,0
373,Maili Beach Park,City,87015003,beach, , ,1899-12-30T00:00:00.000Z,{4F86C4EF-327B-48FC-8702-9559CDBB57C8},,,,2016-09-13T00:00:00.000Z,,,,3673.10939578597,0
255,Makaha Beach Park,City,84002047,beach, , ,1899-12-30T00:00:00.000Z,{9F22DDB7-F7C3-4FBD-8A5D-9FDED4EB1134},,,,2016-09-13T00:00:00.000Z,,,,53510.9844624072,0
256,Makau Street A,Other,84009017,road, , ,1899-12-30T00:00:00.000Z,{6A18A511-1462-4C7F-8C8F-8167605665D1},,,,2016-09-13T00:00:00.000Z,,,,109.887687208621,0
259,Mililani Mauka District Park,Other,95049020,district, , ,1899-12-30T00:00:00.000Z,{EAED4180-736A-465F-9449-3DC126D136D4},,,,2016-09-13T00:00:00.000Z,,,,65023.6912207788,0
374,Maili Beach Park,City,87015039,beach, , ,1899-12-30T00:00:00.000Z,{4E432A98-9BD0-459C-850F-1A673E347F1C},,,,2016-09-13T00:00:00.000Z,,,,3499.03556129169,0
262,Melemanu Neighborhood Park,City,95012031,neighborhood, , ,1899-12-30T00:00:00.000Z,{0FD43DBE-0E76-457A-B922-00B2C9940D5D},,,,2016-09-13T00:00:00.000Z,,,,16556.0253884506,0
263,Kaomaaiku Neighborhood Park,City,95001068,neighborhood, , ,1899-12-30T00:00:00.000Z,{06AF8CB7-1EC9-48A5-A822-159CC3492A36},,,,2016-09-13T00:00:00.000Z,,,,49663.9178554527,0
264,Kipapa Neighborhood Park,City,95021002,neighborhood, , ,1899-12-30T00:00:00.000Z,{49E404CB-6FA9-47D1-B570-6F81888CEDEE},,,,2016-09-13T00:00:00.000Z,,,,40125.5142225269,0
265,Kahaluu Regional Park,City,47011011,regional/cultural, , ,1899-12-30T00:00:00.000Z,{26B51A6A-ECAE-4ED1-B09E-A67873B24CB4},,,,2016-09-13T00:00:00.000Z,,,,3713.48827589191,0
268,Kahaluu Regional Park,Other,47012012,regional/cultural, , ,1899-12-30T00:00:00.000Z,{229CE218-76F6-4EFC-B3A9-48F39813A08F},,,,2016-09-13T00:00:00.000Z,,,,60048.2029886207,0
269,Mauna Lahilahi Botanical Garden,City,84001008,12, , ,1899-12-30T00:00:00.000Z,{A84222BB-6284-4EA1-83B9-238E888739AC},,,,2016-09-13T00:00:00.000Z,,,,27788.1835457622,0
270,Mauna Lahilahi Beach Park,City,84001001,beach, , ,1899-12-30T00:00:00.000Z,{ACAF5B8D-5129-4094-9F4E-53CE825D6146},,,,2016-09-13T00:00:00.000Z,,,,9440.42293232698,0
271,Makaunulau Community Park,City,95033093,community, , ,1899-12-30T00:00:00.000Z,{FCC83D01-4952-437D-93F1-CB60FAA23716},,,,2016-09-13T00:00:00.000Z,,,,23938.7892772592,0
272,Kahaluu Regional Park,State,47012011,regional/cultural, , ,1899-12-30T00:00:00.000Z,{CCC5FFCC-F8DC-42EC-9B40-6F7FDF14C0E2},,,,2016-09-13T00:00:00.000Z,,,,7795.53341421341,0
375,Maili Beach Park,City,87015001,beach, , ,1899-12-30T00:00:00.000Z,{1FB08146-BFD8-44D6-9F4E-496DBAC0C330},,,,2016-09-13T00:00:00.000Z,,,,3441.57179933929,0
376,Maili Beach Park,City,87028023,beach, , ,1899-12-30T00:00:00.000Z,{F6FBAD8E-405A-46A3-BDBB-C8EF292861BE},,,,2016-09-13T00:00:00.000Z,,,,3417.51443331361,0
273,Kahaluu Regional Park,City,47012028,regional, , ,1899-12-30T00:00:00.000Z,{CC10EDBF-2E11-40A1-9F63-E17E1F9946A7},,,,2016-09-13T00:00:00.000Z,,,,1135.49503157704,0
274,Kahaluu Regional Park,State,47012017,regional, , ,1899-12-30T00:00:00.000Z,{5A851A32-DE68-484F-9460-AA719D3B61D3},,,,2016-09-13T00:00:00.000Z,,,,6029.01836684677,0
275,Kahaluu Regional Park,City,47012019,regional/cultural, , ,1899-12-30T00:00:00.000Z,{BE9EA3FB-72CE-42B3-9E29-608F98CF77FF},,,,2016-09-13T00:00:00.000Z,,,,10779.3717711119,0
276,Kahaluu Regional Park,City,47012024,regional/cultural, , ,1899-12-30T00:00:00.000Z,{68A5F7D3-7D8D-4C0C-860A-BE85A7179726},,,,2016-09-13T00:00:00.000Z,,,,22759.267745306,0
277,Kahaluu Regional Park,City,47012018,regional/cultural, , ,1899-12-30T00:00:00.000Z,{7FC59D51-7498-45FE-99E7-B475D187F840},,,,2016-09-13T00:00:00.000Z,,,,39174.1174274437,0
278,Mauna Lahilahi Beach Park,City,85018002,beach, , ,1899-12-30T00:00:00.000Z,{147311FB-CB29-4D5C-B3C4-1285060F588C},,,,2016-09-13T00:00:00.000Z,,,,6054.5033692771,0
279,Mauna Lahilahi Beach Park,State,85018003,beach, , ,1899-12-30T00:00:00.000Z,{C66718DF-4ADD-441E-A8ED-E25351E20F9E},,,,2016-09-13T00:00:00.000Z,,,,1504.57825004486,0
280,Mauna Lahilahi Beach Park,State,85018001,beach, , ,1899-12-30T00:00:00.000Z,{611402A3-9863-4EF8-B916-7B239DFCED35},,,,2016-09-13T00:00:00.000Z,,,,7632.68973485106,0
754,Aina Haina Slide Area,City,36017063,slide area/slope, , ,1899-12-30T00:00:00.000Z,{D1F8E90A-B6D7-4EE0-B93C-EB95E3BE64E3},,,,2016-09-13T00:00:00.000Z,,,,727.259143799479,0
282,Kaupuni Neighborhood Park,State,85032039,neighborhood, , ,1899-12-30T00:00:00.000Z,{99F43A60-D5A4-4BAB-A44F-55E0E0E1EBBF},,,,2016-09-13T00:00:00.000Z,,,,30448.8007674962,0
283,Makaunulau Community Park,City,95032032,community, , ,1899-12-30T00:00:00.000Z,{F900D63D-EDEE-4444-A6E7-B4BF046FD84B},,,,2016-09-13T00:00:00.000Z,,,,42103.0019893125,0
284,Mauna Lahilahi Beach Park,City,85017022,beach, , ,1899-12-30T00:00:00.000Z,{56C59DA3-AA61-40E5-B27B-B437438C504B},,,,2016-09-13T00:00:00.000Z,,,,1045.00685009498,0
285,Mauna Lahilahi Beach Park,City,85017007,beach, , ,1899-12-30T00:00:00.000Z,{A3F2374B-E703-4C6B-8B6A-C9C1307A532D},,,,2016-09-13T00:00:00.000Z,,,,2912.85510334461,0
286,Kahaluu Regional Park,State,47012002,regional/cultural, , ,1899-12-30T00:00:00.000Z,{734BD922-C85B-491C-BECF-EA5E67991AB4},,,,2016-09-13T00:00:00.000Z,,,,5153.40861374187,0
287,Kahaluu Regional Park,City,47012001,regional/cultural, , ,1899-12-30T00:00:00.000Z,{0DA0845B-7449-4935-B643-144FD2A55DFE},,,,2016-09-13T00:00:00.000Z,,,,5236.57118550073,0
288,Mauna Lahilahi Beach Park,City,85017006,beach, , ,1899-12-30T00:00:00.000Z,{234AEDCB-E9E4-433F-9C28-1868AC03EED4},,,,2016-09-13T00:00:00.000Z,,,,2322.16042513459,0
289,Mililani Waena Neighborhood Park,City,95001050,neighborhood, , ,1899-12-30T00:00:00.000Z,{05A2C63D-BDD3-45CB-AE8A-2D0B4DD079BB},,,,2016-09-13T00:00:00.000Z,,,,28462.4612857228,0
387,North Kalaheo Avenue at Pueohala P,Other,43017025,road, , ,1899-12-30T00:00:00.000Z,{2F9A9FD6-2631-40DC-A639-E57AB875A912},,,,2016-09-13T00:00:00.000Z,,,,647.872175042611,0
388,Kalaheo Neighborhood Park,City,43077048,neighborhood, , ,1899-12-30T00:00:00.000Z,{8DB1D9CE-D2E6-4827-AEF6-C3516E4B706E},,,,2016-09-13T00:00:00.000Z,,,,5791.5503529469,0
290,Mauna Lahilahi Beach Park,State,85017005,beach, , ,1899-12-30T00:00:00.000Z,{B158477F-C9A6-4FDE-A2D8-9F1A92B4845B},,,,2016-09-13T00:00:00.000Z,,,,6359.84339389502,0
291,Mauna Lahilahi Beach Park,City,85017004,beach, , ,1899-12-30T00:00:00.000Z,{B4CBDFA0-117B-4B27-93FF-A647CD00560C},,,,2016-09-13T00:00:00.000Z,,,,2200.95096569302,0
292,Mauna Lahilahi Beach Park,State,85017003,beach, , ,1899-12-30T00:00:00.000Z,{4EC9C107-B993-410B-A8F3-B105414EC865},,,,2016-09-13T00:00:00.000Z,,,,3894.25585949272,0
293,Mauna Lahilahi Beach Park,City,85017002,beach, , ,1899-12-30T00:00:00.000Z,{0616D38E-8930-4E63-8742-B5EA6C8C9ECA},,,,2016-09-13T00:00:00.000Z,,,,2443.5716281167,0
294,Mauna Lahilahi Beach Park,City,85017001,beach, , ,1899-12-30T00:00:00.000Z,{E2A46E7F-4A41-4308-A12B-08F0B717F7E7},,,,2016-09-13T00:00:00.000Z,,,,1638.03091900959,0
295,Waihee Valley Nature Park,City,47006010,nature pres/marsh, , ,1899-12-30T00:00:00.000Z,{2A212C58-DB3F-4D5E-BAC8-313757951CFE},,,,2016-09-13T00:00:00.000Z,,,,139019.348086586,0
300,Waianae Regional Park,State,85002049,regional/cultural, , ,1899-12-30T00:00:00.000Z,{DBE6E148-0FA1-4F76-ACD5-DE313F7F5464},,,,2016-09-13T00:00:00.000Z,,,,76266.9740763255,0
296,Mililani Neighborhood Park,City,95022001,neighborhood, , ,1899-12-30T00:00:00.000Z,{5E191E94-67D1-442B-8169-D711597C3790},,,,2016-09-13T00:00:00.000Z,,,,20508.9600793791,0
297,Waihee Valley Nature Park,City,47006022,nature pres/marsh, , ,1899-12-30T00:00:00.000Z,{EF7C320E-ECDC-42BB-927B-685668DBF10B},,,,2016-09-13T00:00:00.000Z,,,,190483.34282489,0
298,Waianae Regional Park,State,85002011,regional/cultural, , ,1899-12-30T00:00:00.000Z,{0CF28200-D1C2-4511-9A6F-43B8209CA89C},,,,2016-09-13T00:00:00.000Z,,,,79040.5518960985,0
299,Mililani Town Center Neigh. Park,City,95048049,neighborhood, , ,1899-12-30T00:00:00.000Z,{7C914071-F776-49D8-B837-92F341D2E29B},,,,2016-09-13T00:00:00.000Z,,,,31282.471779303,0
441,Kawai Nui Marsh,City,42016005,nature pres/marsh, , ,1899-12-30T00:00:00.000Z,{1F7899C1-23FD-4084-A16C-01DDC34B0A62},,,,2016-09-13T00:00:00.000Z,,,,2156.42482156639,0
613,Ewa Beach Road L,Other,91023,road, , ,1899-12-30T00:00:00.000Z,{1DB6CD7E-4737-4C52-9923-14A8B8C7DD1D},,,,2016-09-13T00:00:00.000Z,,,,141.350078125019,0
301,Waianae Regional Park,City,85002001,regional/cultural, , ,1899-12-30T00:00:00.000Z,{A761B6B9-844F-4DF0-900E-1D66E96517F3},,,,2016-09-13T00:00:00.000Z,,,,16267.2855954138,0
302,Pililaau Community Park,City,85001060,community, , ,1899-12-30T00:00:00.000Z,{3A56CBAB-0966-4DE5-B3AC-008C206763E8},,,,2016-09-13T00:00:00.000Z,,,,42676.5059384122,0
303,Waianae Regional Park,City,85013011,regional/cultural, , ,1899-12-30T00:00:00.000Z,{EA2A920F-C8CD-4F00-A2A4-4A4CABB3410E},,,,2016-09-13T00:00:00.000Z,,,,4035.6588661073,0
304,Hokuahiahi Neighborhood Park,City,94005038,neighborhood, , ,1899-12-30T00:00:00.000Z,{D52EFDDF-6522-4609-8ACF-387C9193816A},,,,2016-09-13T00:00:00.000Z,,,,16261.5301334929,0
305,Pokai Bay Beach Park,Other,85001,beach, , ,1899-12-30T00:00:00.000Z,{ED21D9A3-0B10-47E7-8E31-FD060AD76633},,,,2016-09-13T00:00:00.000Z,,,,1231.00440959561,0
478,Maunawili Neighborhood Park,City,42043002,neighborhood, , ,1899-12-30T00:00:00.000Z,{184A3918-4D38-49D4-ABB1-1C3B9DE9E9AB},,,,2016-09-13T00:00:00.000Z,,,,7044.3653970535,0
306,Pokai Bay Beach Park,State,85001062,beach, , ,1899-12-30T00:00:00.000Z,{DE77BD96-1A0F-4884-95AE-87D759A1F07A},,,,2016-09-13T00:00:00.000Z,,,,47480.7879422253,0
599,Papakolea Community Park,State,22015025,community, , ,1899-12-30T00:00:00.000Z,{F55795B5-261A-4FE7-AB9B-4F8A57A4249A},,,,2016-09-13T00:00:00.000Z,,,,3542.88744989904,0
307,Pokai Bay Beach Park,City,85001008,beach, , ,1899-12-30T00:00:00.000Z,{121F276D-5447-4895-906C-2A3F6B4A0125},,,,2016-09-13T00:00:00.000Z,,,,4875.3312416214,0
308,Heeia State Park,State,46005009,State, , ,1899-12-30T00:00:00.000Z,{35B701C5-8817-4BDB-913D-FAAC0D72B17C},,,,2016-09-13T00:00:00.000Z,,,,70460.7020757851,0
318,Noholoa Neighborhood Park,City,94005045,neighborhood, , ,1899-12-30T00:00:00.000Z,{DEBF668D-90C5-4FB4-866B-8F48DAD1334F},,,,2016-09-13T00:00:00.000Z,,,,29366.0727668402,0
309,Kamaio Neighborhood Park,City,94108049,neighborhood, , ,1899-12-30T00:00:00.000Z,{66A58308-E5DD-4AE1-991D-D3B0F44AD612},,,,2016-09-13T00:00:00.000Z,,,,16318.1170717341,0
310,Pokai Bay Beach Park,City,85011027,beach, , ,1899-12-30T00:00:00.000Z,{599C9A0B-D2B7-46F5-93DB-E2A2C9101273},,,,2016-09-13T00:00:00.000Z,,,,537.258018835674,0
311,Mililani District Park,City,94005041,district, , ,1899-12-30T00:00:00.000Z,{2BA2B3A5-1C55-4A21-9707-CB7CEE549821},,,,2016-09-13T00:00:00.000Z,,,,85857.6346326797,0
312,Pokai Bay Beach Park,City,85008036,beach, , ,1899-12-30T00:00:00.000Z,{F38ADC42-E5F5-4FDA-B580-44F134B4B990},,,,2016-09-13T00:00:00.000Z,,,,1563.88752843744,0
313,Pokai Bay Beach Park,City,85008043,beach, , ,1899-12-30T00:00:00.000Z,{45C6A8CC-2189-4DB9-AD90-212CF0303FA1},,,,2016-09-13T00:00:00.000Z,,,,1185.86451893385,0
314,Pokai Bay Beach Park,City,85008044,beach, , ,1899-12-30T00:00:00.000Z,{B606427B-56D5-4750-B2F7-319D6F27E4E7},,,,2016-09-13T00:00:00.000Z,,,,1540.56705964724,0
315,Pokai Bay Beach Park,City,85008035,beach, , ,1899-12-30T00:00:00.000Z,{3FD593CF-1D04-4D00-BAFA-8EC0E6E374BA},,,,2016-09-13T00:00:00.000Z,,,,788.037846995522,0
316,Pokai Bay Beach Park,City,85008034,beach, , ,1899-12-30T00:00:00.000Z,{8CE51449-F045-4202-9B68-C9F25D4F7F4C},,,,2016-09-13T00:00:00.000Z,,,,863.445746986433,0
317,Pokai Bay Beach Park,City,85008041,beach, , ,1899-12-30T00:00:00.000Z,{9A1DFE08-E128-48E0-8AD1-262E62F00EDE},,,,2016-09-13T00:00:00.000Z,,,,852.928562645235,0
319,Pokai Bay Beach Park,City,85008040,beach, , ,1899-12-30T00:00:00.000Z,{4958D2F1-2D5D-49D7-AE84-631EFC2F728D},,,,2016-09-13T00:00:00.000Z,,,,962.656475169019,0
320,Pokai Bay Beach Park,City,85008033,beach, , ,1899-12-30T00:00:00.000Z,{D1D7CD26-6062-4597-B0D1-2940CEEC49DD},,,,2016-09-13T00:00:00.000Z,,,,1072.98764709685,0
321,Pokai Bay Beach Park,City,85008032,beach, , ,1899-12-30T00:00:00.000Z,{65A1EB12-F5C6-4B4E-A102-7B7A3813FAC8},,,,2016-09-13T00:00:00.000Z,,,,714.915956297342,0
325,Lualualei Beach Park,State,86001007,beach, , ,1899-12-30T00:00:00.000Z,{B46A9F40-BFC5-480F-A397-EFD06CE39D0C},,,,2016-09-13T00:00:00.000Z,,,,34114.2414552411,0
326,Holanialii Neighborhood Park,City,94092090,neighborhood, , ,1899-12-30T00:00:00.000Z,{BDF996D8-3258-4B3E-8DAC-0B7140E972E8},,,,2016-09-13T00:00:00.000Z,,,,16191.841940534,0
614,Kekaulike Street Mall,Other,17003,mall, , ,1899-12-30T00:00:00.000Z,{9330D760-5532-42CA-B815-CA540CA3E548},,,,2016-09-13T00:00:00.000Z,,,,1062.20606929062,0
615,Ewa Beach Road H,Other,91023,road, , ,1899-12-30T00:00:00.000Z,{D4232CCF-042C-46F1-B77B-8B8FF574649C},,,,2016-09-13T00:00:00.000Z,,,,132.483815626008,0
327,Ahuimanu Community Park,State,47060029,community, , ,1899-12-30T00:00:00.000Z,{DEA4155B-9570-4F4D-AB03-C7C979B15D05},,,,2016-09-13T00:00:00.000Z,,,,16242.3172669163,0
328,Kuahelani Neighborhood Park,City,94005046,neighborhood, , ,1899-12-30T00:00:00.000Z,{471B330D-24E9-4AD1-83E2-125D2D79090A},,,,2016-09-13T00:00:00.000Z,,,,16269.7433491019,0
329,Waiawa Neighborhood Park #2,Other,96004004,neighborhood, , ,1899-12-30T00:00:00.000Z,{767E7336-986C-464E-8304-33CAD2BF9A2A},,,,2016-09-13T00:00:00.000Z,,,,11190.2214064898,0
330,Kealohi Neighborhood Park,City,94100060,neighborhood, , ,1899-12-30T00:00:00.000Z,{E30C0269-7F40-45DA-998E-7A51474234D2},,,,2016-09-13T00:00:00.000Z,,,,16479.8613553692,0
331,Alii Landing Shoreline Access,Other,46007113,road, , ,1899-12-30T00:00:00.000Z,{FB7BF766-6A56-4DB2-8D71-9B6684E2E355},,,,2016-09-13T00:00:00.000Z,,,,115.944546871265,0
332,Lualualei Beach Park,State,86001007,beach, , ,1899-12-30T00:00:00.000Z,{37DCB8D9-4840-445C-9792-E92CDB0AEB5D},,,,2016-09-13T00:00:00.000Z,,,,3215.4973154533,0
