objectid,ahupuaa,moku,mokupuni,other,gisacres,createdby,agency,publishdat,createdate,modifiedda,modifiedby,deliveryda,sourceid,severity,comments,st_areashape,st_lengthshape
143,Malaekahana,Koʻolauloa,Oʻahu, ,3301.837, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,13361988.3348774,0
141,Kaunala,Koʻolauloa,Oʻahu, ,1283.674, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,5194826.83288079,0
151,Kuikuiloloa,Waialua,Oʻahu, ,3083.049, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,12476623.2853441,0
300,Kaihuiki,Hilo,Hawaiʻi, ,134.8501, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,545719.778664845,0
144,Pūpūkea,Koʻolauloa,Oʻahu, ,2042.324, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,8264963.95476115,0
155,Mākao,Koʻolauloa,Oʻahu, ,143.1267, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,579210.916014928,0
156,Kapaka,Koʻolauloa,Oʻahu, ,229.4691, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,928624.580621227,0
145,Lāʻiewai,Koʻolauloa,Oʻahu, ,3390.137, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,13719327.4032789,0
146,Lāʻiemaloʻo,Koʻolauloa,Oʻahu, ,3004.549, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,12158918.9718097,0
147,Waimea,Koʻolauloa,Oʻahu, ,5746.342, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,23254529.7077442,0
148,Kapaeloa,Waialua,Oʻahu, ,1927.326, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,7799589.98299746,0
149,Punanue,Waialua,Oʻahu, ,2497.062, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,10105224.1385285,0
150,Kaipapaʻu,Koʻolauloa,Oʻahu, ,1620.012, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,6555930.57929833,0
152,Hauʻula,Koʻolauloa,Oʻahu, ,1560.315, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,6314345.89286061,0
153,Lauhulu,Waialua,Oʻahu, ,3129.262, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,12663640.8040036,0
154,Kawailoa,Waialua,Oʻahu, ,11866.65, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,48022504.734763,0
157,Kaluanui,Koʻolauloa,Oʻahu, ,1640.597, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,6639236.55306061,0
158,Paʻalaʻa,Waialua,Oʻahu, ,15852.04, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,64150832.0582039,0
163,Mokulēʻia 1,Waialua,Oʻahu, ,2788.669, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,11285321.968452,0
164,Puheʻemiki,Koʻolauloa,Oʻahu, ,18.82288, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,76173.1931611537,0
165,Waiʻono,Koʻolauloa,Oʻahu, ,456.2456, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1846353.31489836,0
221,Kapālama,Kona,Oʻahu, ,1357.256, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,5492609.04558259,0
222,Waikīkī,Kona,Oʻahu, ,18627.57, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,75382729.8065581,0
166,Kawaihāpai,Waialua,Oʻahu, ,1797.336, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,7273545.68952658,0
167,Keālia,Waialua,Oʻahu, ,838.8567, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3394723.60108336,0
168,Kaʻena,Waialua,Oʻahu, ,3279.663, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,13272272.8811485,0
169,Kikahi,Waialua,Oʻahu, ,965.0397, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3905367.74500216,0
223,Honouliuli,ʻEwa,Oʻahu,Pakule (Fish pond/trap),1.398964, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,5661.39494472664,0
224,Honouliuli,ʻEwa,Oʻahu, ,0.086768, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,351.139413264713,0
171,Mokulēʻia 2,Waialua,Oʻahu, ,2330.355, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,9430594.9280699,0
172,Punaluʻu,Koʻolauloa,Oʻahu, ,3723.234, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,15067342.4433357,0
173,Keawaʻula,Waiʻanae,Oʻahu, ,1329.664, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,5380938.91904149,0
174,Kahana,Koʻolauloa,Oʻahu, ,5333.347, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,21583226.4741012,0
175,Makaua 2,Koʻolauloa,Oʻahu, ,48.14904, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,194851.583407862,0
176,Makaua 1,Koʻolauloa,Oʻahu, ,38.71965, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,156692.388488824,0
177,Kaʻaʻawa,Koʻolauloa,Oʻahu, ,2184.476, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,8840235.61392904,0
179,Kualoa 2,Koʻolaupoko,Oʻahu, ,270.8369, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1096035.2284376,0
180,Mākua,Waiʻanae,Oʻahu, ,2662.284, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,10773863.6415573,0
178,Kahanahāiki,Waiʻanae,Oʻahu, ,1562.089, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,6321539.00454468,0
182,Hakipuʻu,Koʻolaupoko,Oʻahu, ,1179.485, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,4773198.42721198,0
183,Waiʻanae,Waiʻanae,Oʻahu, ,37304.53, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,150966170.417179,0
194,Heʻeia,Koʻolaupoko,Oʻahu, ,495.4281, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2004919.60795141,0
184,ʻŌhikilolo,Waiʻanae,Oʻahu, ,686.7502, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2779174.98220437,0
185,Mākaha,Waiʻanae,Oʻahu, ,5949.265, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,24075856.4896767,0
190,Waikele,ʻEwa,Oʻahu, ,6052.664, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,24494245.5430989,0
191,Honouliuli,ʻEwa,Oʻahu, ,43930.51, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,177780428.772557,0
186,Waikane,Koʻolaupoko,Oʻahu, ,2255.876, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,9129178.70010523,0
187,Keaʻau,Waiʻanae,Oʻahu, ,1891.279, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,7653741.83570039,0
188,Waipiʻo,ʻEwa,Oʻahu, ,17469.15, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,70694987.7496023,0
245,"Mokuhonua, Halepuna",Hilo,Hawaiʻi, ,190.8492, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,772340.290765583,0
189,Waiāhole,Koʻolaupoko,Oʻahu, ,2709.891, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,10966502.573976,0
192,Kaʻalaea,Koʻolaupoko,Oʻahu, ,1331.808, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,5389621.09842791,0
248,Kauhiula,Hilo,Hawaiʻi, ,129.9971, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,526080.21129374,0
249,Puʻuʻeo,Hilo,Hawaiʻi, ,3049.608, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,12341334.5855301,0
250,Kalalau,Hilo,Hawaiʻi, ,1399.764, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,5664650.22337382,0
193,Waiawa,ʻEwa,Oʻahu, ,10137.69, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,41025674.5665732,0
251,ʻAlae,Hilo,Hawaiʻi, ,1013.445, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,4101259.48782536,0
252,Kīkala,Hilo,Hawaiʻi, ,837.9919, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3391221.62000693,0
253,"Kaiwiki, Maumau",Hilo,Hawaiʻi, ,2425.600, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,9816029.2560723,0
254,Piʻihonua,Hilo,Hawaiʻi, ,56426.21, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,228348237.630437,0
195,Kahaluʻu,Koʻolaupoko,Oʻahu, ,2434.399, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,9851632.90215148,0
196,Waiheʻe,Koʻolaupoko,Oʻahu, ,1304.414, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,5278760.07344197,0
197,Kāneʻohe,Koʻolaupoko,Oʻahu, ,8138.110, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,32933544.3198382,0
209,ʻAiea,ʻEwa,Oʻahu, ,1179.547, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,4773448.0151642,0
198,Waimano,ʻEwa,Oʻahu, ,3057.116, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,12371676.4157793,0
210,Moanalua,Kona,Oʻahu, ,9870.488, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,39944356.0222155,0
325,"Kaukulau, Ki (b)",Puna,Hawaiʻi, ,463.3384, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1875031.89808795,0
199,Mānana,ʻEwa,Oʻahu, ,2416.643, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,9779780.33742867,0
200,Hōʻaeʻae,ʻEwa,Oʻahu, ,3286.346, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,13299364.7304084,0
201,Heʻeia,Koʻolaupoko,Oʻahu, ,3718.216, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,15047041.9665808,0
202,Waiau,ʻEwa,Oʻahu, ,2313.831, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,9363715.08476692,0
203,Waimalu,ʻEwa,Oʻahu, ,4839.788, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,19585871.8470471,0
204,Kalauao,ʻEwa,Oʻahu, ,2706.826, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,10954107.5861409,0
205,Kailua,Koʻolaupoko,Oʻahu, ,11323.45, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,45823910.2965215,0
206,Kāneʻohe,Koʻolaupoko,Moku O Loʻe, ,0.310988, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1258.51988442173,0
207,Hālawa,ʻEwa,Oʻahu, ,8646.685, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,34991808.4553374,0
208,Nānākuli,Waiʻanae,Oʻahu, ,3464.314, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,14019594.5903222,0
516,Kapaʻanui,Kohala,Hawaiʻi, ,681.5803, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2758357.23722239,0
211,Kalihi,Kona,Oʻahu, ,3977.887, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,16097902.328095,0
212,Waimānalo,Koʻolaupoko,Oʻahu, ,15677.64, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,63443560.5851545,0
213,Kahauiki,Kona,Oʻahu, ,1314.049, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,5317756.49716916,0
220,Hālawa,ʻEwa,Oʻahu,Küähua,42.89504, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,173589.686734397,0
346,Kapoaula,Hāmākua,Hawaiʻi, ,1641.652, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,6643474.25544529,0
214,Honolulu,Kona,Oʻahu, ,8310.199, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,33630112.8659146,0
215, ,ʻEwa,Oʻahu,Mokuʻumeʻume,346.1176, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1400685.19269117,0
216, ,ʻEwa,Oʻahu,Mokuiki,0.057509, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,232.730181357829,0
217, ,ʻEwa,Oʻahu,Mokunui,0.179488, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,726.361237464432,0
218, ,ʻEwa,Oʻahu,Laulaunui Island(s),3.836137, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,15524.2767854905,0
219,Waipiʻo,ʻEwa,Oʻahu, ,6.427727, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,26012.0222078399,0
225,Kamao, ,Lānaʻi, ,2683.012, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,10857987.5672889,0
227,Keāliakapu, ,Lānaʻi, ,1835.810, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,7429414.40229821,0
226,Keāliaaupuni, ,Lānaʻi, ,4727.848, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,19133314.8276065,0
228,Kaohai, ,Lānaʻi, ,9680.217, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,39175212.3269001,0
520,Hāʻena,Kohala,Hawaiʻi, ,250.3382, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1013119.44651052,0
229,Kamoku, ,Lānaʻi, ,8402.095, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,34002509.9681567,0
230,Paʻawili, ,Lānaʻi, ,1903.287, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,7702478.25258278,0
231,Pālāwai, ,Lānaʻi, ,5903.503, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,23891086.8734251,0
234,Maunalei, ,Lānaʻi, ,3807.789, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,15409802.3290263,0
232,Kaunolū, ,Lānaʻi, ,8081.344, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,32704571.728872,0
233,Kalulu, ,Lānaʻi, ,6207.728, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,25122152.3646157,0
235,Mahana, ,Lānaʻi, ,8012.085, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,32424146.9109848,0
236,Kaʻā, ,Lānaʻi, ,19958.07, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,80768085.089116,0
239,Punahoa 1,Hilo,Hawaiʻi, ,946.3388, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3829697.58824067,0
237,Paomai, ,Lānaʻi, ,9089.670, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,36784966.2030357,0
238,Kaūmana,Hilo,Hawaiʻi, ,2768.684, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,11204464.3627357,0
240,Kūkūau 1,Hilo,Hawaiʻi, ,4569.384, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,18491626.4756795,0
241,Kūkūau 2,Hilo,Hawaiʻi, ,4305.558, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,17423964.8682912,0
242,Ponahawai,Hilo,Hawaiʻi, ,3403.318, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,13772739.5987429,0
243,Punahoa 2,Hilo,Hawaiʻi, ,5731.063, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,23192789.8802197,0
244,Waiākea,Hilo,Hawaiʻi, ,98747.64, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,399616882.219289,0
246,Wainaku,Hilo,Hawaiʻi, ,396.8247, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1605894.37549963,0
247,Pāpaʻa,Hilo,Hawaiʻi, ,49.06299, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,198551.078756095,0
255,Pueopaku,Hilo,Hawaiʻi, ,368.4380, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1491010.57719935,0
256,Pāhoehoe,Hilo,Hawaiʻi, ,1457.441, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,5898037.135511,0
257,Paukaʻa,Hilo,Hawaiʻi, ,8581.208, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,34726766.1666175,0
258,Kaʻapoko,Hilo,Hawaiʻi, ,138.4678, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,560357.404053672,0
259,Paihaʻaloa,Hilo,Hawaiʻi, ,213.4587, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,863833.877448446,0
335,"Halepuaʻa, Kanekiki",Puna,Hawaiʻi, ,1659.043, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,6713857.77980146,0
260,Kaʻieʻie,Hilo,Hawaiʻi, ,538.1320, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2177736.41347616,0
261,Aleamai,Hilo,Hawaiʻi, ,709.6049, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2871660.31275757,0
262,Kalaoa,Hilo,Hawaiʻi, ,572.4179, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2316486.04767938,0
263,Puumoi,Hilo,Hawaiʻi, ,731.1649, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2958911.05648658,0
264,Mokuoniki,Hilo,Hawaiʻi, ,390.3516, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1579692.47284598,0
349,"Kapulena, Haukoʻi, K",Hāmākua,Hawaiʻi, ,888.1030, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3593983.21060415,0
265,Alakahi,Hilo,Hawaiʻi, ,1045.584, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,4231318.89821519,0
350,Kaʻauhuhu,Hāmākua,Hawaiʻi, ,311.0118, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1258606.23275296,0
266,Kahaliʻi,Hilo,Hawaiʻi, ,136.8113, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,553654.311389436,0
269,Kukuikea,Hilo,Hawaiʻi, ,132.7789, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,537335.757176501,0
267,Pāpaʻikou,Hilo,Hawaiʻi, ,14099.10, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,57056844.6450577,0
270,Maʻulili,Hilo,Hawaiʻi, ,31.00982, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,125491.95421643,0
271,Kawainui,Hilo,Hawaiʻi, ,855.7243, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,3462984.70198989,0
268,Onomea,Hilo,Hawaiʻi, ,2919.267, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,11813829.4597504,0
272,Kulaʻimano,Hilo,Hawaiʻi, ,353.7532, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1431584.40866124,0
273,"Makahanaloa, Pepeʻekeo",Hilo,Hawaiʻi, ,6984.305, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,28264349.4072918,0
274,Kahua,Hilo,Hawaiʻi, ,453.3566, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1834664.6591554,0
275,"Kaupakuea, Makea",Hilo,Hawaiʻi, ,1782.616, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,7213976.07583825,0
287,"Lepoloa, Kaluakailio",Hilo,Hawaiʻi, ,287.5732, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1163766.82737858,0
356,"Hanapai, Niupuka",Hāmākua,Hawaiʻi, ,1027.886, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,4159674.46447049,0
276,Kaʻakepa,Hilo,Hawaiʻi, ,278.4481, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1126837.02283014,0
357,Kalakalaula,Hāmākua,Hawaiʻi, ,146.3424, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,592222.30635399,0
277,Kulaʻikahonu,Hilo,Hawaiʻi, ,229.6072, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,929185.42651623,0
278,Laimi,Hilo,Hawaiʻi, ,360.5041, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1458905.41069536,0
521,Kapaʻa,Kohala,Hawaiʻi, ,507.0877, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2052185.36639704,0
279,Mālamalamaiki,Hilo,Hawaiʻi, ,345.6065, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1398617.14510235,0
280,"Honomū, Kuhua",Hilo,Hawaiʻi, ,4115.916, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,16656494.4016129,0
281,Kaiwikinui,Hilo,Hawaiʻi, ,5491.172, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,22221963.9237456,0
358,Moʻoiki,Hāmākua,Hawaiʻi, ,523.7164, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2119388.80144173,0
282,Wailea,Hilo,Hawaiʻi, ,264.7205, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1071284.31519584,0
283,Hakalau,Hilo,Hawaiʻi, ,13311.50, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,53869476.5118841,0
288,Waikaumalo,Hilo,Hawaiʻi, ,489.0546, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1979135.29248899,0
289,"Opea, Peleau, ʻAwa",Hilo,Hawaiʻi, ,1406.905, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,5693543.62084579,0
376,"Puʻukawaiwai, Panoluʻukia",Kohala,Hawaiʻi, ,3418.353, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,13833823.0737531,0
284,Wailua,Hilo,Hawaiʻi, ,363.6932, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,1471813.01772686,0
285,Kamaʻeʻe,Hilo,Hawaiʻi, ,3302.823, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,13366044.4837363,0
290,Mauluaiki,Hilo,Hawaiʻi, ,81.59424, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,330200.456500271,0
291,Honohina,Hilo,Hawaiʻi, ,6938.833, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,28080330.3862921,0
292,Nanue,Hilo,Hawaiʻi, ,566.1718, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,2291216.13603242,0
293,"Pihā, Kahuku",Hilo,Hawaiʻi, ,5007.234, , ,1899-12-30T00:00:00.000Z,,, ,2016-09-13T00:00:00.000Z, ,0, ,20263470.5769195,0
